interaction_id,student_id,internship_id,interaction_type,rating,timestamp
INTER_00070,STU_0128,INT_0033,click,4,2024-01-13 14:22:16.268134067
INTER_00071,STU_0470,INT_0119,view,4,2024-01-13 18:45:12.156078039
INTER_00072,STU_0230,INT_0109,click,5,2024-01-13 23:08:08.044022011
INTER_00073,STU_0027,INT_0021,click,4,2024-01-14 03:31:03.931965983
INTER_00074,STU_0448,INT_0197,view,4,2024-01-14 07:53:59.819909955
INTER_00075,STU_0004,INT_0035,save,1,2024-01-14 12:16:55.707853927
INTER_00076,STU_0172,INT_0158,apply,5,2024-01-14 16:39:51.595797899
INTER_00077,STU_0099,INT_0124,view,5,2024-01-14 21:02:47.483741871
INTER_00078,STU_0497,INT_0046,apply,5,2024-01-15 01:25:43.371685843
INTER_00079,STU_0481,INT_0116,view,3,2024-01-15 05:48:39.259629815
INTER_00080,STU_0471,INT_0161,view,2,2024-01-15 10:11:35.147573787
INTER_00081,STU_0281,INT_0054,click,4,2024-01-15 14:34:31.035517759
INTER_00082,STU_0280,INT_0114,click,5,2024-01-15 18:57:26.923461731
INTER_00083,STU_0450,INT_0127,click,5,2024-01-15 23:20:22.811405703
INTER_00084,STU_0273,INT_0104,click,5,2024-01-16 03:43:18.699349674
INTER_00085,STU_0176,INT_0039,view,5,2024-01-16 08:06:14.587293646
INTER_00086,STU_0355,INT_0050,save,5,2024-01-16 12:29:10.475237618
INTER_00087,STU_0391,INT_0057,click,2,2024-01-16 16:52:06.363181590
INTER_00088,STU_0264,INT_0144,view,5,2024-01-16 21:15:02.251125562
INTER_00089,STU_0143,INT_0092,click,4,2024-01-17 01:37:58.139069534
INTER_00090,STU_0447,INT_0086,view,2,2024-01-17 06:00:54.027013506
INTER_00091,STU_0190,INT_0125,save,5,2024-01-17 10:23:49.914957478
INTER_00092,STU_0305,INT_0180,view,3,2024-01-17 14:46:45.802901450
INTER_00093,STU_0491,INT_0188,view,5,2024-01-17 19:09:41.690845422
INTER_00094,STU_0060,INT_0108,click,1,2024-01-17 23:32:37.578789394
INTER_00095,STU_0365,INT_0116,click,4,2024-01-18 03:55:33.466733366
INTER_00096,STU_0424,INT_0052,view,5,2024-01-18 08:18:29.354677338
INTER_00097,STU_0106,INT_0158,view,3,2024-01-18 12:41:25.242621310
INTER_00098,STU_0275,INT_0092,save,3,2024-01-18 17:04:21.130565282
INTER_00099,STU_0474,INT_0117,view,4,2024-01-18 21:27:17.018509254
INTER_00100,STU_0396,INT_0129,view,2,2024-01-19 01:50:12.906453226
INTER_00101,STU_0290,INT_0096,click,5,2024-01-19 06:13:08.794397198
INTER_00102,STU_0488,INT_0117,click,4,2024-01-19 10:36:04.682341170
INTER_00103,STU_0192,INT_0191,click,5,2024-01-19 14:59:00.570285142
INTER_00104,STU_0451,INT_0076,click,2,2024-01-19 19:21:56.458229114
INTER_00105,STU_0086,INT_0185,view,1,2024-01-19 23:44:52.346173086
INTER_00106,STU_0047,INT_0094,save,5,2024-01-20 04:07:48.234117058
INTER_00107,STU_0204,INT_0144,view,4,2024-01-20 08:30:44.122061030
INTER_00108,STU_0039,INT_0100,view,4,2024-01-20 12:53:40.010005002
INTER_00109,STU_0023,INT_0010,apply,5,2024-01-20 17:16:35.897948974
INTER_00110,STU_0180,INT_0138,click,4,2024-01-20 21:39:31.785892946
INTER_00111,STU_0257,INT_0069,click,4,2024-01-21 02:02:27.673836918
INTER_00112,STU_0336,INT_0002,view,4,2024-01-21 06:25:23.561780890
INTER_00113,STU_0475,INT_0084,click,3,2024-01-21 10:48:19.449724862
INTER_00114,STU_0380,INT_0033,click,4,2024-01-21 15:11:15.337668834
INTER_00115,STU_0101,INT_0012,view,5,2024-01-21 19:34:11.225612806
INTER_00116,STU_0330,INT_0043,view,1,2024-01-21 23:57:07.113556778
INTER_00117,STU_0095,INT_0046,view,1,2024-01-22 04:20:03.001500750
INTER_00118,STU_0035,INT_0081,click,3,2024-01-22 08:42:58.889444722
INTER_00119,STU_0458,INT_0090,view,3,2024-01-22 13:05:54.777388694
INTER_00120,STU_0391,INT_0196,click,3,2024-01-22 17:28:50.665332666
INTER_00121,STU_0075,INT_0157,view,4,2024-01-22 21:51:46.553276638
INTER_00122,STU_0249,INT_0164,view,5,2024-01-23 02:14:42.441220610
INTER_00123,STU_0192,INT_0177,save,2,2024-01-23 06:37:38.329164582
INTER_00124,STU_0497,INT_0096,view,5,2024-01-23 11:00:34.217108554
INTER_00125,STU_0037,INT_0012,click,5,2024-01-23 15:23:30.105052526
INTER_00126,STU_0217,INT_0099,view,5,2024-01-23 19:46:25.992996498
INTER_00127,STU_0062,INT_0084,save,3,2024-01-24 00:09:21.880940470
INTER_00128,STU_0187,INT_0019,view,1,2024-01-24 04:32:17.768884442
INTER_00129,STU_0233,INT_0147,view,3,2024-01-24 08:55:13.656828414
INTER_00130,STU_0206,INT_0128,click,4,2024-01-24 13:18:09.544772386
INTER_00131,STU_0144,INT_0117,view,4,2024-01-24 17:41:05.432716358
INTER_00132,STU_0436,INT_0123,view,5,2024-01-24 22:04:01.320660330
INTER_00133,STU_0144,INT_0057,view,5,2024-01-25 02:26:57.208604302
INTER_00134,STU_0186,INT_0167,apply,1,2024-01-25 06:49:53.096548274
INTER_00135,STU_0163,INT_0075,view,2,2024-01-25 11:12:48.984492246
INTER_00136,STU_0074,INT_0186,click,2,2024-01-25 15:35:44.872436218
INTER_00137,STU_0007,INT_0174,save,1,2024-01-25 19:58:40.760380190
INTER_00138,STU_0434,INT_0027,save,1,2024-01-26 00:21:36.648324162
INTER_00139,STU_0165,INT_0166,apply,3,2024-01-26 04:44:32.536268134
INTER_00140,STU_0321,INT_0086,save,5,2024-01-26 09:07:28.424212106
INTER_00141,STU_0217,INT_0045,save,3,2024-01-26 13:30:24.312156078
INTER_00142,STU_0415,INT_0019,save,4,2024-01-26 17:53:20.200100050
INTER_00143,STU_0091,INT_0090,view,4,2024-01-26 22:16:16.088044022
INTER_00144,STU_0173,INT_0141,click,4,2024-01-27 02:39:11.975987994
INTER_00145,STU_0148,INT_0200,view,4,2024-01-27 07:02:07.863931966
INTER_00146,STU_0001,INT_0131,click,5,2024-01-27 11:25:03.751875938
INTER_00147,STU_0191,INT_0113,view,4,2024-01-27 15:47:59.639819910
INTER_00148,STU_0117,INT_0134,save,5,2024-01-27 20:10:55.527763882
INTER_00149,STU_0173,INT_0061,view,1,2024-01-28 00:33:51.415707854
INTER_00150,STU_0213,INT_0164,click,5,2024-01-28 04:56:47.303651826
INTER_00151,STU_0402,INT_0047,click,4,2024-01-28 09:19:43.191595798
INTER_00152,STU_0415,INT_0001,click,4,2024-01-28 13:42:39.079539770
INTER_00153,STU_0144,INT_0185,apply,5,2024-01-28 18:05:34.967483742
INTER_00154,STU_0272,INT_0200,view,2,2024-01-28 22:28:30.855427714
INTER_00155,STU_0373,INT_0008,view,4,2024-01-29 02:51:26.743371686
INTER_00156,STU_0136,INT_0186,view,3,2024-01-29 07:14:22.631315658
INTER_00157,STU_0357,INT_0041,view,4,2024-01-29 11:37:18.519259630
INTER_00158,STU_0447,INT_0145,view,4,2024-01-29 16:00:14.407203602
INTER_00159,STU_0461,INT_0157,view,1,2024-01-29 20:23:10.295147574
INTER_00160,STU_0390,INT_0082,click,4,2024-01-30 00:46:06.183091546
INTER_00161,STU_0409,INT_0194,view,5,2024-01-30 05:09:02.071035518
INTER_00162,STU_0251,INT_0109,view,4,2024-01-30 09:31:57.958979490
INTER_00163,STU_0374,INT_0065,click,5,2024-01-30 13:54:53.846923462
INTER_00164,STU_0267,INT_0085,save,3,2024-01-30 18:17:49.734867434
INTER_00165,STU_0315,INT_0027,click,1,2024-01-30 22:40:45.622811406
INTER_00166,STU_0105,INT_0099,view,1,2024-01-31 03:03:41.510755377
INTER_00167,STU_0311,INT_0006,click,4,2024-01-31 07:26:37.398699349
INTER_00168,STU_0133,INT_0102,apply,4,2024-01-31 11:49:33.286643321
INTER_00169,STU_0053,INT_0165,save,3,2024-01-31 16:12:29.174587293
INTER_00170,STU_0085,INT_0078,view,3,2024-01-31 20:35:25.062531265
INTER_00171,STU_0173,INT_0004,view,4,2024-02-01 00:58:20.950475237
INTER_00172,STU_0288,INT_0034,view,2,2024-02-01 05:21:16.838419209
INTER_00173,STU_0154,INT_0162,click,5,2024-02-01 09:44:12.726363181
INTER_00174,STU_0306,INT_0012,save,5,2024-02-01 14:07:08.614307153
INTER_00175,STU_0478,INT_0057,click,4,2024-02-01 18:30:04.502251125
INTER_00176,STU_0407,INT_0085,click,5,2024-02-01 22:53:00.390195097
INTER_00177,STU_0103,INT_0166,click,5,2024-02-02 03:15:56.278139069
INTER_00178,STU_0306,INT_0098,click,4,2024-02-02 07:38:52.166083041
INTER_00179,STU_0435,INT_0191,save,4,2024-02-02 12:01:48.054027013
INTER_00180,STU_0481,INT_0079,view,4,2024-02-02 16:24:43.941970985
INTER_00181,STU_0051,INT_0081,apply,2,2024-02-02 20:47:39.829914957
INTER_00182,STU_0184,INT_0145,click,3,2024-02-03 01:10:35.717858929
INTER_00183,STU_0472,INT_0069,apply,4,2024-02-03 05:33:31.605802901
INTER_00184,STU_0205,INT_0126,click,3,2024-02-03 09:56:27.493746873
INTER_00185,STU_0371,INT_0111,view,2,2024-02-03 14:19:23.381690845
INTER_00186,STU_0095,INT_0118,click,2,2024-02-03 18:42:19.269634817
INTER_00187,STU_0388,INT_0184,click,5,2024-02-03 23:05:15.157578789
INTER_00188,STU_0155,INT_0093,apply,4,2024-02-04 03:28:11.045522761
INTER_00189,STU_0051,INT_0147,save,3,2024-02-04 07:51:06.933466733
INTER_00190,STU_0170,INT_0061,view,4,2024-02-04 12:14:02.821410705
INTER_00191,STU_0133,INT_0012,view,3,2024-02-04 16:36:58.709354677
INTER_00192,STU_0078,INT_0045,view,1,2024-02-04 20:59:54.597298649
INTER_00193,STU_0047,INT_0121,click,4,2024-02-05 01:22:50.485242621
INTER_00194,STU_0107,INT_0063,view,1,2024-02-05 05:45:46.373186593
INTER_00195,STU_0292,INT_0001,view,4,2024-02-05 10:08:42.261130565
INTER_00196,STU_0180,INT_0047,view,4,2024-02-05 14:31:38.149074537
INTER_00197,STU_0474,INT_0028,view,4,2024-02-05 18:54:34.037018509
INTER_00198,STU_0365,INT_0154,view,3,2024-02-05 23:17:29.924962481
INTER_00199,STU_0007,INT_0003,save,4,2024-02-06 03:40:25.812906453
INTER_00200,STU_0239,INT_0018,click,4,2024-02-06 08:03:21.700850425
INTER_00201,STU_0015,INT_0192,view,3,2024-02-06 12:26:17.588794397
INTER_00202,STU_0202,INT_0039,view,3,2024-02-06 16:49:13.476738369
INTER_00203,STU_0474,INT_0126,view,5,2024-02-06 21:12:09.364682341
INTER_00204,STU_0212,INT_0025,click,5,2024-02-07 01:35:05.252626313
INTER_00205,STU_0109,INT_0146,view,4,2024-02-07 05:58:01.140570285
INTER_00206,STU_0034,INT_0111,save,4,2024-02-07 10:20:57.028514257
INTER_00207,STU_0083,INT_0042,view,3,2024-02-07 14:43:52.916458229
INTER_00208,STU_0282,INT_0064,click,3,2024-02-07 19:06:48.804402201
INTER_00209,STU_0365,INT_0198,click,3,2024-02-07 23:29:44.692346173
INTER_00210,STU_0150,INT_0021,view,3,2024-02-08 03:52:40.580290145
INTER_00211,STU_0004,INT_0094,view,3,2024-02-08 08:15:36.468234117
INTER_00212,STU_0095,INT_0152,save,1,2024-02-08 12:38:32.356178089
INTER_00213,STU_0243,INT_0031,click,5,2024-02-08 17:01:28.244122061
INTER_00214,STU_0223,INT_0006,view,5,2024-02-08 21:24:24.132066033
INTER_00215,STU_0004,INT_0079,save,3,2024-02-09 01:47:20.020010005
INTER_00216,STU_0486,INT_0179,save,5,2024-02-09 06:10:15.907953977
INTER_00217,STU_0203,INT_0136,click,5,2024-02-09 10:33:11.795897949
INTER_00218,STU_0133,INT_0070,apply,5,2024-02-09 14:56:07.683841921
INTER_00219,STU_0212,INT_0020,view,2,2024-02-09 19:19:03.571785893
INTER_00220,STU_0090,INT_0142,view,4,2024-02-09 23:41:59.459729865
INTER_00221,STU_0139,INT_0100,view,4,2024-02-10 04:04:55.347673837
INTER_00222,STU_0390,INT_0178,click,4,2024-02-10 08:27:51.235617809
INTER_00223,STU_0138,INT_0172,view,4,2024-02-10 12:50:47.123561781
INTER_00224,STU_0084,INT_0065,view,1,2024-02-10 17:13:43.011505753
INTER_00225,STU_0265,INT_0143,click,4,2024-02-10 21:36:38.899449725
INTER_00226,STU_0094,INT_0095,apply,5,2024-02-11 01:59:34.787393697
INTER_00227,STU_0236,INT_0178,view,5,2024-02-11 06:22:30.675337669
INTER_00228,STU_0137,INT_0162,view,1,2024-02-11 10:45:26.563281641
INTER_00229,STU_0296,INT_0064,click,5,2024-02-11 15:08:22.451225613
INTER_00230,STU_0328,INT_0011,save,3,2024-02-11 19:31:18.339169585
INTER_00231,STU_0286,INT_0035,view,5,2024-02-11 23:54:14.227113557
INTER_00232,STU_0379,INT_0078,click,3,2024-02-12 04:17:10.115057529
INTER_00233,STU_0237,INT_0042,view,5,2024-02-12 08:40:06.003001501
INTER_00234,STU_0295,INT_0104,view,4,2024-02-12 13:03:01.890945473
INTER_00235,STU_0422,INT_0097,save,4,2024-02-12 17:25:57.778889445
INTER_00236,STU_0153,INT_0145,save,3,2024-02-12 21:48:53.666833417
INTER_00237,STU_0462,INT_0053,apply,4,2024-02-13 02:11:49.554777389
INTER_00238,STU_0435,INT_0198,apply,4,2024-02-13 06:34:45.442721361
INTER_00239,STU_0456,INT_0042,view,5,2024-02-13 10:57:41.330665332
INTER_00240,STU_0157,INT_0033,click,5,2024-02-13 15:20:37.218609304
INTER_00241,STU_0420,INT_0157,view,3,2024-02-13 19:43:33.106553276
INTER_00242,STU_0485,INT_0155,save,1,2024-02-14 00:06:28.994497248
INTER_00243,STU_0086,INT_0066,save,5,2024-02-14 04:29:24.882441220
INTER_00244,STU_0353,INT_0118,save,2,2024-02-14 08:52:20.770385192
INTER_00245,STU_0228,INT_0109,view,3,2024-02-14 13:15:16.658329164
INTER_00246,STU_0157,INT_0136,view,3,2024-02-14 17:38:12.546273136
INTER_00247,STU_0332,INT_0173,save,4,2024-02-14 22:01:08.434217108
INTER_00248,STU_0243,INT_0164,click,3,2024-02-15 02:24:04.322161080
INTER_00249,STU_0069,INT_0148,view,5,2024-02-15 06:47:00.210105052
INTER_00250,STU_0038,INT_0134,click,4,2024-02-15 11:09:56.098049024
INTER_00251,STU_0302,INT_0107,view,4,2024-02-15 15:32:51.985992996
INTER_00252,STU_0446,INT_0111,save,4,2024-02-15 19:55:47.873936968
INTER_00253,STU_0492,INT_0100,apply,5,2024-02-16 00:18:43.761880940
INTER_00254,STU_0293,INT_0072,click,5,2024-02-16 04:41:39.649824912
INTER_00255,STU_0287,INT_0122,view,1,2024-02-16 09:04:35.537768884
INTER_00256,STU_0462,INT_0040,save,5,2024-02-16 13:27:31.425712856
INTER_00257,STU_0257,INT_0046,view,2,2024-02-16 17:50:27.313656828
INTER_00258,STU_0420,INT_0182,save,3,2024-02-16 22:13:23.201600800
INTER_00259,STU_0438,INT_0055,view,4,2024-02-17 02:36:19.089544772
INTER_00260,STU_0431,INT_0053,view,5,2024-02-17 06:59:14.977488744
INTER_00261,STU_0117,INT_0154,view,3,2024-02-17 11:22:10.865432716
INTER_00262,STU_0025,INT_0090,apply,3,2024-02-17 15:45:06.753376688
INTER_00263,STU_0210,INT_0162,apply,4,2024-02-17 20:08:02.641320660
INTER_00264,STU_0443,INT_0108,apply,3,2024-02-18 00:30:58.529264632
INTER_00265,STU_0025,INT_0199,view,1,2024-02-18 04:53:54.417208604
INTER_00266,STU_0161,INT_0177,save,3,2024-02-18 09:16:50.305152576
INTER_00267,STU_0154,INT_0156,view,4,2024-02-18 13:39:46.193096548
INTER_00268,STU_0337,INT_0084,click,4,2024-02-18 18:02:42.081040520
INTER_00269,STU_0342,INT_0063,apply,4,2024-02-18 22:25:37.968984492
INTER_00270,STU_0257,INT_0141,view,4,2024-02-19 02:48:33.856928464
INTER_00271,STU_0440,INT_0062,view,2,2024-02-19 07:11:29.744872436
INTER_00272,STU_0429,INT_0030,save,4,2024-02-19 11:34:25.632816408
INTER_00273,STU_0257,INT_0078,save,4,2024-02-19 15:57:21.520760380
INTER_00274,STU_0476,INT_0113,click,4,2024-02-19 20:20:17.408704352
INTER_00275,STU_0319,INT_0132,view,5,2024-02-20 00:43:13.296648324
INTER_00276,STU_0359,INT_0131,view,3,2024-02-20 05:06:09.184592296
INTER_00277,STU_0366,INT_0162,click,1,2024-02-20 09:29:05.072536268
INTER_00278,STU_0476,INT_0032,save,4,2024-02-20 13:52:00.960480240
INTER_00279,STU_0321,INT_0057,view,3,2024-02-20 18:14:56.848424212
INTER_00280,STU_0443,INT_0072,view,5,2024-02-20 22:37:52.736368184
INTER_00281,STU_0067,INT_0051,click,3,2024-02-21 03:00:48.624312156
INTER_00282,STU_0418,INT_0035,view,5,2024-02-21 07:23:44.512256128
INTER_00283,STU_0120,INT_0046,save,3,2024-02-21 11:46:40.400200100
INTER_00284,STU_0165,INT_0182,view,3,2024-02-21 16:09:36.288144072
INTER_00285,STU_0432,INT_0007,click,5,2024-02-21 20:32:32.176088044
INTER_00286,STU_0085,INT_0147,view,5,2024-02-22 00:55:28.064032016
INTER_00287,STU_0285,INT_0188,save,5,2024-02-22 05:18:23.951975988
INTER_00288,STU_0197,INT_0148,view,5,2024-02-22 09:41:19.839919960
INTER_00289,STU_0195,INT_0119,view,4,2024-02-22 14:04:15.727863932
INTER_00290,STU_0422,INT_0137,click,3,2024-02-22 18:27:11.615807904
INTER_00291,STU_0500,INT_0086,save,2,2024-02-22 22:50:07.503751876
INTER_00292,STU_0158,INT_0120,apply,4,2024-02-23 03:13:03.391695848
INTER_00293,STU_0224,INT_0114,view,3,2024-02-23 07:35:59.279639820
INTER_00294,STU_0040,INT_0194,click,3,2024-02-23 11:58:55.167583792
INTER_00295,STU_0246,INT_0022,save,5,2024-02-23 16:21:51.055527764
INTER_00296,STU_0442,INT_0029,view,3,2024-02-23 20:44:46.943471736
INTER_00297,STU_0075,INT_0070,apply,2,2024-02-24 01:07:42.831415708
INTER_00298,STU_0356,INT_0041,view,4,2024-02-24 05:30:38.719359680
INTER_00299,STU_0153,INT_0122,save,2,2024-02-24 09:53:34.607303652
INTER_00300,STU_0342,INT_0027,apply,5,2024-02-24 14:16:30.495247624
INTER_00301,STU_0168,INT_0098,click,4,2024-02-24 18:39:26.383191596
INTER_00302,STU_0455,INT_0138,apply,4,2024-02-24 23:02:22.271135568
INTER_00303,STU_0476,INT_0190,click,1,2024-02-25 03:25:18.159079540
INTER_00304,STU_0310,INT_0107,view,1,2024-02-25 07:48:14.047023512
INTER_00305,STU_0371,INT_0026,view,5,2024-02-25 12:11:09.934967484
INTER_00306,STU_0011,INT_0164,save,3,2024-02-25 16:34:05.822911456
INTER_00307,STU_0227,INT_0054,click,4,2024-02-25 20:57:01.710855428
INTER_00308,STU_0246,INT_0150,save,3,2024-02-26 01:19:57.598799400
INTER_00309,STU_0036,INT_0148,view,5,2024-02-26 05:42:53.486743372
INTER_00310,STU_0337,INT_0190,apply,2,2024-02-26 10:05:49.374687344
INTER_00311,STU_0201,INT_0154,click,3,2024-02-26 14:28:45.262631316
INTER_00312,STU_0296,INT_0017,click,5,2024-02-26 18:51:41.150575288
INTER_00313,STU_0104,INT_0042,click,1,2024-02-26 23:14:37.038519260
INTER_00314,STU_0498,INT_0108,click,3,2024-02-27 03:37:32.926463232
INTER_00315,STU_0354,INT_0012,view,1,2024-02-27 08:00:28.814407204
INTER_00316,STU_0305,INT_0189,save,4,2024-02-27 12:23:24.702351176
INTER_00317,STU_0497,INT_0047,view,5,2024-02-27 16:46:20.590295148
INTER_00318,STU_0339,INT_0008,click,5,2024-02-27 21:09:16.478239120
INTER_00319,STU_0485,INT_0118,click,5,2024-02-28 01:32:12.366183092
INTER_00320,STU_0466,INT_0089,click,4,2024-02-28 05:55:08.254127064
INTER_00321,STU_0489,INT_0109,click,1,2024-02-28 10:18:04.142071036
INTER_00322,STU_0016,INT_0199,apply,4,2024-02-28 14:41:00.030015008
INTER_00323,STU_0086,INT_0135,view,4,2024-02-28 19:03:55.917958980
INTER_00324,STU_0137,INT_0115,apply,5,2024-02-28 23:26:51.805902952
INTER_00325,STU_0215,INT_0082,save,1,2024-02-29 03:49:47.693846924
INTER_00326,STU_0483,INT_0146,click,4,2024-02-29 08:12:43.581790896
INTER_00327,STU_0014,INT_0159,view,4,2024-02-29 12:35:39.469734868
INTER_00328,STU_0301,INT_0098,save,4,2024-02-29 16:58:35.357678840
INTER_00329,STU_0474,INT_0183,click,4,2024-02-29 21:21:31.245622812
INTER_00330,STU_0376,INT_0004,save,3,2024-03-01 01:44:27.133566784
INTER_00331,STU_0210,INT_0161,save,4,2024-03-01 06:07:23.021510755
INTER_00332,STU_0382,INT_0194,view,5,2024-03-01 10:30:18.909454727
INTER_00333,STU_0414,INT_0013,click,5,2024-03-01 14:53:14.797398699
INTER_00334,STU_0227,INT_0123,apply,3,2024-03-01 19:16:10.685342671
INTER_00335,STU_0446,INT_0062,click,4,2024-03-01 23:39:06.573286643
INTER_00336,STU_0440,INT_0121,save,4,2024-03-02 04:02:02.461230615
INTER_00337,STU_0359,INT_0084,save,3,2024-03-02 08:24:58.349174587
INTER_00338,STU_0003,INT_0173,view,3,2024-03-02 12:47:54.237118559
INTER_00339,STU_0324,INT_0146,view,1,2024-03-02 17:10:50.125062531
INTER_00340,STU_0193,INT_0181,apply,4,2024-03-02 21:33:46.013006503
INTER_00341,STU_0305,INT_0121,click,3,2024-03-03 01:56:41.900950475
INTER_00342,STU_0293,INT_0061,view,4,2024-03-03 06:19:37.788894447
INTER_00343,STU_0295,INT_0184,save,4,2024-03-03 10:42:33.676838419
INTER_00344,STU_0062,INT_0077,apply,5,2024-03-03 15:05:29.564782391
INTER_00345,STU_0260,INT_0059,click,5,2024-03-03 19:28:25.452726363
INTER_00346,STU_0310,INT_0117,save,2,2024-03-03 23:51:21.340670335
INTER_00347,STU_0107,INT_0057,view,2,2024-03-04 04:14:17.228614307
