student_id,internship_id,rank,cf_score,title,company,domain,location,stipend
STU_0030,INT_0146,5,0.44800460146206544,internship 146,company 146,web development,bangalore,10000
STU_0031,INT_0022,1,0.4504182669584995,internship 22,company 22,mobile apps,pune,10000
STU_0031,INT_0106,2,0.44215899247684676,internship 106,company 106,mobile apps,bangalore,30000
STU_0031,INT_0151,3,0.41358501137005865,internship 151,company 151,data science,mumbai,10000
STU_0031,INT_0019,4,0.4024294248244176,internship 19,company 19,data science,hyderabad,30000
STU_0031,INT_0137,5,0.3918779986147325,internship 137,company 137,web development,delhi,20000
STU_0032,INT_0059,1,0.9234409862658945,internship 59,company 59,web development,pune,25000
STU_0032,INT_0040,2,0.8228325246696693,internship 40,company 40,software development,pune,0
STU_0032,INT_0106,3,0.7987517565414086,internship 106,company 106,mobile apps,bangalore,30000
STU_0032,INT_0143,4,0.7450215445019404,internship 143,company 143,web development,mumbai,0
STU_0032,INT_0076,5,0.560408034686646,internship 76,company 76,software development,delhi,25000
STU_0033,INT_0181,1,0.8241677726195953,internship 181,company 181,data science,chennai,30000
STU_0033,INT_0002,2,0.8094752753724652,internship 2,company 2,mobile apps,chennai,15000
STU_0033,INT_0052,3,0.7836588495306456,internship 52,company 52,web development,pune,10000
STU_0033,INT_0157,4,0.7327390193236334,internship 157,company 157,web development,chennai,30000
STU_0033,INT_0128,5,0.7019557564517532,internship 128,company 128,web development,chennai,20000
STU_0034,INT_0173,1,0.46206588137782667,internship 173,company 173,software development,mumbai,15000
STU_0034,INT_0101,2,0.3751224476779547,internship 101,company 101,web development,hyderabad,30000
STU_0034,INT_0131,3,0.36507405575623647,internship 131,company 131,ai/ml,chennai,10000
STU_0034,INT_0161,4,0.34753269116094393,internship 161,company 161,ai/ml,mumbai,20000
STU_0034,INT_0167,5,0.34013375315434546,internship 167,company 167,web development,chennai,20000
STU_0035,INT_0083,1,0.8096778018373514,internship 83,company 83,mobile apps,delhi,20000
STU_0035,INT_0004,2,0.7937581579901438,internship 4,company 4,mobile apps,delhi,15000
STU_0035,INT_0034,3,0.7634408579456666,internship 34,company 34,data science,bangalore,10000
STU_0035,INT_0029,4,0.6993985960163069,internship 29,company 29,web development,mumbai,15000
STU_0035,INT_0189,5,0.5934688338658693,internship 189,company 189,data science,bangalore,20000
STU_0036,INT_0029,1,0.8876062963190119,internship 29,company 29,web development,mumbai,15000
STU_0036,INT_0034,2,0.7605963699473857,internship 34,company 34,data science,bangalore,10000
STU_0036,INT_0049,3,0.7161891711994872,internship 49,company 49,software development,hyderabad,15000
STU_0036,INT_0050,4,0.6608155738208331,internship 50,company 50,web development,chennai,0
STU_0036,INT_0039,5,0.6060818891574093,internship 39,company 39,data science,pune,25000
STU_0037,INT_0119,1,0.7419969016574457,internship 119,company 119,data science,pune,25000
STU_0037,INT_0181,2,0.7396835496549262,internship 181,company 181,data science,chennai,30000
STU_0037,INT_0052,3,0.6865383343384381,internship 52,company 52,web development,pune,10000
STU_0037,INT_0104,4,0.5230694654377697,internship 104,company 104,software development,mumbai,15000
STU_0037,INT_0110,5,0.4477042730340402,internship 110,company 110,ai/ml,hyderabad,0
STU_0038,INT_0062,1,0.6560952044915794,internship 62,company 62,web development,bangalore,30000
STU_0038,INT_0080,2,0.49988940822467653,internship 80,company 80,web development,pune,10000
STU_0038,INT_0064,3,0.4270427641088829,internship 64,company 64,software development,bangalore,10000
STU_0038,INT_0016,4,0.42528507246146185,internship 16,company 16,software development,mumbai,15000
STU_0038,INT_0139,5,0.4212461932896878,internship 139,company 139,software development,pune,10000
STU_0039,INT_0119,1,0.8530888726059149,internship 119,company 119,data science,pune,25000
STU_0039,INT_0035,2,0.8219511251045821,internship 35,company 35,ai/ml,delhi,20000
STU_0039,INT_0144,3,0.8001634478902317,internship 144,company 144,web development,bangalore,30000
STU_0039,INT_0176,4,0.6601376293538599,internship 176,company 176,software development,mumbai,15000
STU_0039,INT_0047,5,0.5695549242444229,internship 47,company 47,software development,delhi,25000
STU_0040,INT_0009,1,0.7816194865409598,internship 9,company 9,ai/ml,mumbai,25000
STU_0040,INT_0133,2,0.44740839782444874,internship 133,company 133,web development,bangalore,25000
STU_0040,INT_0126,3,0.44168786940343885,internship 126,company 126,web development,bangalore,25000
STU_0040,INT_0119,4,0.4289518862883547,internship 119,company 119,data science,pune,25000
STU_0040,INT_0046,5,0.4224189198720799,internship 46,company 46,data science,delhi,0
STU_0041,INT_0103,1,0.5820922537172872,internship 103,company 103,web development,chennai,10000
STU_0041,INT_0183,2,0.5773041785835988,internship 183,company 183,data science,hyderabad,0
STU_0041,INT_0155,3,0.49654563212929137,internship 155,company 155,ai/ml,chennai,25000
STU_0041,INT_0086,4,0.4204759658956915,internship 86,company 86,data science,delhi,30000
STU_0041,INT_0160,5,0.41512809376798043,internship 160,company 160,ai/ml,delhi,10000
STU_0042,INT_0104,1,0.9154733553810559,internship 104,company 104,software development,mumbai,15000
STU_0042,INT_0087,2,0.7323533832704445,internship 87,company 87,data science,chennai,30000
STU_0042,INT_0083,3,0.6879543733791921,internship 83,company 83,mobile apps,delhi,20000
STU_0042,INT_0057,4,0.681472808922612,internship 57,company 57,web development,hyderabad,20000
STU_0042,INT_0129,5,0.6748345587141232,internship 129,company 129,mobile apps,pune,0
STU_0043,INT_0181,1,0.6081786796701207,internship 181,company 181,data science,chennai,30000
STU_0043,INT_0130,2,0.4522917633905007,internship 130,company 130,mobile apps,mumbai,30000
STU_0043,INT_0167,3,0.42784980969983577,internship 167,company 167,web development,chennai,20000
STU_0043,INT_0175,4,0.42776258149231444,internship 175,company 175,web development,hyderabad,0
STU_0043,INT_0147,5,0.42408493009354586,internship 147,company 147,web development,hyderabad,20000
STU_0044,INT_0015,1,0.8399001702395759,internship 15,company 15,web development,hyderabad,30000
STU_0044,INT_0181,2,0.8258350491590993,internship 181,company 181,data science,chennai,30000
STU_0044,INT_0001,3,0.7920323775572817,internship 1,company 1,web development,pune,30000
STU_0044,INT_0176,4,0.7587272001020146,internship 176,company 176,software development,mumbai,15000
STU_0044,INT_0198,5,0.6367386046466865,internship 198,company 198,data science,hyderabad,10000
STU_0045,INT_0011,1,0.8468455869934954,internship 11,company 11,web development,mumbai,30000
STU_0045,INT_0013,2,0.8296667164892464,internship 13,company 13,mobile apps,bangalore,10000
STU_0045,INT_0015,3,0.7836875949501094,internship 15,company 15,web development,hyderabad,30000
STU_0045,INT_0030,4,0.7251150249437217,internship 30,company 30,web development,delhi,10000
STU_0045,INT_0078,5,0.6372713024346948,internship 78,company 78,web development,pune,15000
STU_0046,INT_0120,1,0.8505346669125575,internship 120,company 120,software development,bangalore,25000
STU_0046,INT_0020,2,0.7430708659855199,internship 20,company 20,web development,pune,20000
STU_0046,INT_0095,3,0.7152580897567069,internship 95,company 95,data science,mumbai,30000
STU_0046,INT_0073,4,0.6331729063151323,internship 73,company 73,mobile apps,hyderabad,10000
STU_0046,INT_0102,5,0.5422547113468132,internship 102,company 102,data science,pune,0
STU_0047,INT_0190,1,0.8821821918454098,internship 190,company 190,ai/ml,pune,15000
STU_0047,INT_0044,2,0.8627329819413339,internship 44,company 44,software development,mumbai,25000
STU_0047,INT_0173,3,0.8452602412310537,internship 173,company 173,software development,mumbai,15000
STU_0047,INT_0180,4,0.6101942780912923,internship 180,company 180,data science,mumbai,30000
STU_0047,INT_0031,5,0.6062401578068655,internship 31,company 31,ai/ml,pune,10000
STU_0048,INT_0133,1,0.9093727416009241,internship 133,company 133,web development,bangalore,25000
STU_0048,INT_0009,2,0.8788646074281119,internship 9,company 9,ai/ml,mumbai,25000
STU_0048,INT_0154,3,0.7880613730323476,internship 154,company 154,data science,bangalore,10000
STU_0048,INT_0033,4,0.4911935389414535,internship 33,company 33,web development,hyderabad,30000
STU_0048,INT_0137,5,0.472276731351177,internship 137,company 137,web development,delhi,20000
STU_0049,INT_0165,1,0.684116712143665,internship 165,company 165,ai/ml,pune,15000
STU_0049,INT_0085,2,0.6029332315663878,internship 85,company 85,data science,chennai,25000
STU_0049,INT_0015,3,0.5983646515592955,internship 15,company 15,web development,hyderabad,30000
STU_0049,INT_0030,4,0.5956836452197275,internship 30,company 30,web development,delhi,10000
STU_0049,INT_0028,5,0.5937878615902565,internship 28,company 28,software development,pune,25000
STU_0050,INT_0174,1,0.545457187454452,internship 174,company 174,web development,mumbai,20000
STU_0050,INT_0022,2,0.5034245249756117,internship 22,company 22,mobile apps,pune,10000
STU_0050,INT_0035,3,0.46170327120762966,internship 35,company 35,ai/ml,delhi,20000
STU_0050,INT_0145,4,0.4498169769434299,internship 145,company 145,web development,mumbai,15000
STU_0050,INT_0044,5,0.4383568725675877,internship 44,company 44,software development,mumbai,25000
STU_0051,INT_0193,1,0.8359831952842653,internship 193,company 193,web development,pune,15000
STU_0051,INT_0145,2,0.8015762789252894,internship 145,company 145,web development,mumbai,15000
STU_0051,INT_0131,3,0.7672396432174253,internship 131,company 131,ai/ml,chennai,10000
STU_0051,INT_0111,4,0.5933973080020198,internship 111,company 111,data science,delhi,0
STU_0051,INT_0101,5,0.5687748934382819,internship 101,company 101,web development,hyderabad,30000
STU_0052,INT_0190,1,0.6617923271341859,internship 190,company 190,ai/ml,pune,15000
STU_0052,INT_0175,2,0.5781922263183858,internship 175,company 175,web development,hyderabad,0
STU_0052,INT_0063,3,0.5713682494643157,internship 63,company 63,mobile apps,pune,10000
STU_0052,INT_0200,4,0.5673859113929409,internship 200,company 200,web development,delhi,25000
STU_0052,INT_0192,5,0.5053534017164772,internship 192,company 192,mobile apps,hyderabad,30000
STU_0053,INT_0046,1,0.7044718459721653,internship 46,company 46,data science,delhi,0
STU_0053,INT_0062,2,0.5819097772880035,internship 62,company 62,web development,bangalore,30000
STU_0053,INT_0159,3,0.548244543403916,internship 159,company 159,data science,chennai,30000
STU_0053,INT_0193,4,0.5288737396916963,internship 193,company 193,web development,pune,15000
STU_0053,INT_0142,5,0.5076975885632233,internship 142,company 142,mobile apps,delhi,15000
STU_0054,INT_0022,1,0.8680544724432522,internship 22,company 22,mobile apps,pune,10000
STU_0054,INT_0095,2,0.6754415471603641,internship 95,company 95,data science,mumbai,30000
STU_0054,INT_0021,3,0.644167628259339,internship 21,company 21,software development,hyderabad,0
STU_0054,INT_0152,4,0.6433304231937799,internship 152,company 152,data science,pune,25000
STU_0054,INT_0016,5,0.5262281902571939,internship 16,company 16,software development,mumbai,15000
STU_0055,INT_0181,1,0.7927327780641298,internship 181,company 181,data science,chennai,30000
STU_0055,INT_0130,2,0.7195219936438433,internship 130,company 130,mobile apps,mumbai,30000
STU_0055,INT_0103,3,0.6754441642176428,internship 103,company 103,web development,chennai,10000
STU_0055,INT_0121,4,0.6749279707747304,internship 121,company 121,software development,pune,10000
STU_0055,INT_0085,5,0.6644725314723299,internship 85,company 85,data science,chennai,25000
STU_0056,INT_0133,1,0.8780895785782212,internship 133,company 133,web development,bangalore,25000
STU_0056,INT_0139,2,0.8279638986234743,internship 139,company 139,software development,pune,10000
STU_0056,INT_0112,3,0.7467238558404973,internship 112,company 112,ai/ml,delhi,30000
STU_0056,INT_0186,4,0.467083962077827,internship 186,company 186,web development,delhi,20000
STU_0056,INT_0069,5,0.44367703343556597,internship 69,company 69,web development,pune,15000
STU_0057,INT_0059,1,0.9900031788803816,internship 59,company 59,web development,pune,25000
STU_0057,INT_0188,2,0.9175366939922622,internship 188,company 188,data science,pune,15000
STU_0057,INT_0005,3,0.8658849741698558,internship 5,company 5,mobile apps,bangalore,30000
STU_0057,INT_0001,4,0.8329282030174585,internship 1,company 1,web development,pune,30000
STU_0057,INT_0144,5,0.8175743500696537,internship 144,company 144,web development,bangalore,30000
STU_0058,INT_0161,1,0.921869063474656,internship 161,company 161,ai/ml,mumbai,20000
STU_0058,INT_0069,2,0.8602746787340585,internship 69,company 69,web development,pune,15000
STU_0058,INT_0045,3,0.8310773103624367,internship 45,company 45,software development,chennai,30000
STU_0058,INT_0139,4,0.8170144264438273,internship 139,company 139,software development,pune,10000
STU_0058,INT_0007,5,0.77742734067598,internship 7,company 7,ai/ml,bangalore,25000
STU_0059,INT_0077,1,0.9154330864674458,internship 77,company 77,data science,delhi,20000
STU_0059,INT_0029,2,0.758854296222434,internship 29,company 29,web development,mumbai,15000
STU_0059,INT_0049,3,0.7441817645897039,internship 49,company 49,software development,hyderabad,15000
STU_0059,INT_0177,4,0.7356133924276123,internship 177,company 177,ai/ml,chennai,15000
STU_0059,INT_0173,5,0.5326315384696234,internship 173,company 173,software development,mumbai,15000
STU_0060,INT_0143,1,0.47629693233188963,internship 143,company 143,web development,mumbai,0
STU_0060,INT_0118,2,0.3712959300411625,internship 118,company 118,ai/ml,chennai,10000
STU_0060,INT_0183,3,0.3606702553838461,internship 183,company 183,data science,hyderabad,0
STU_0060,INT_0028,4,0.3438900745612282,internship 28,company 28,software development,pune,25000
STU_0060,INT_0086,5,0.33653896116586696,internship 86,company 86,data science,delhi,30000
STU_0061,INT_0173,1,0.7757126194206503,internship 173,company 173,software development,mumbai,15000
STU_0061,INT_0170,2,0.5716056629911503,internship 170,company 170,web development,bangalore,25000
STU_0061,INT_0157,3,0.5066932295166409,internship 157,company 157,web development,chennai,30000
STU_0061,INT_0111,4,0.4691937745610298,internship 111,company 111,data science,delhi,0
STU_0061,INT_0104,5,0.44722602692166824,internship 104,company 104,software development,mumbai,15000
STU_0062,INT_0137,1,0.9392874791411037,internship 137,company 137,web development,delhi,20000
STU_0062,INT_0186,2,0.931743811535406,internship 186,company 186,web development,delhi,20000
STU_0062,INT_0072,3,0.7963369724640408,internship 72,company 72,mobile apps,delhi,20000
STU_0062,INT_0063,4,0.4588651147995391,internship 63,company 63,mobile apps,pune,10000
STU_0062,INT_0052,5,0.45499140571052876,internship 52,company 52,web development,pune,10000
STU_0063,INT_0019,1,0.8047193647169435,internship 19,company 19,data science,hyderabad,30000
STU_0063,INT_0129,2,0.6706228693407561,internship 129,company 129,mobile apps,pune,0
STU_0063,INT_0188,3,0.537936503521145,internship 188,company 188,data science,pune,15000
STU_0063,INT_0107,4,0.49920319047985473,internship 107,company 107,ai/ml,bangalore,0
STU_0063,INT_0059,5,0.4492413720792322,internship 59,company 59,web development,pune,25000
STU_0064,INT_0104,1,0.9169771080512459,internship 104,company 104,software development,mumbai,15000
STU_0064,INT_0013,2,0.8544087558969793,internship 13,company 13,mobile apps,bangalore,10000
STU_0064,INT_0181,3,0.8038537519167306,internship 181,company 181,data science,chennai,30000
STU_0064,INT_0008,4,0.6258587377485313,internship 8,company 8,ai/ml,hyderabad,0
STU_0064,INT_0129,5,0.5274440666267326,internship 129,company 129,mobile apps,pune,0
STU_0065,INT_0094,1,0.8681811042470575,internship 94,company 94,ai/ml,pune,10000
STU_0065,INT_0145,2,0.861080183638065,internship 145,company 145,web development,mumbai,15000
STU_0065,INT_0084,3,0.686449649865173,internship 84,company 84,mobile apps,hyderabad,25000
