student_id,internship_id,rank,hybrid_v2,hybrid_score,cf_score,has_content_score,has_cf_score,title,company,domain,location,stipend
STU_0012,INT_0009,1,0.6343262766328308,0.3636507377588411,0.9569446801789274,True,True,internship 9,company 9,ai/ml,mumbai,25000
STU_0012,INT_0137,2,0.5736932622284273,0.3045448048551105,0.907575625251918,True,True,internship 137,company 137,web development,delhi,20000
STU_0012,INT_0052,3,0.5565533584663415,0.2989404206303349,0.8744176783738755,True,True,internship 52,company 52,web development,pune,10000
STU_0012,INT_0029,4,0.5517826151874703,0.3229704812983971,0.8209349893002458,True,True,internship 29,company 29,web development,mumbai,15000
STU_0012,INT_0101,5,0.5443024930959606,0.2630494979805365,0.9058576537802908,True,True,internship 101,company 101,web development,hyderabad,30000
STU_0013,INT_0043,1,0.4523624801902031,0.5101576102704002,0.2486769100223205,True,True,internship 43,company 43,web development,delhi,15000
STU_0013,INT_0200,2,0.4330002848024795,0.5101576102704002,0.2002714215530116,True,True,internship 200,company 200,web development,delhi,25000
STU_0013,INT_0001,3,0.42260935614245176,0.40946998775783,0.348415916334536,True,True,internship 1,company 1,web development,pune,30000
STU_0013,INT_0089,4,0.41244980106058926,0.4037682685729021,0.3328771651241998,True,True,internship 89,company 89,web development,bangalore,10000
STU_0013,INT_0146,5,0.40075714823906017,0.3766937587305022,0.3504662118699503,True,True,internship 146,company 146,web development,bangalore,10000
STU_0014,INT_0088,1,0.521139320424334,0.5984955038038299,0.2678539129923851,True,True,internship 88,company 88,data science,mumbai,0
STU_0014,INT_0153,2,0.5164294283650149,0.5905035673357797,0.2698998537458068,True,True,internship 153,company 153,data science,chennai,0
STU_0014,INT_0102,3,0.500225636093677,0.5125435451076557,0.3642087384302325,True,True,internship 102,company 102,data science,pune,0
STU_0014,INT_0042,4,0.4899503976291443,0.5502523821663574,0.2733097351053667,True,True,internship 42,company 42,data science,hyderabad,15000
STU_0014,INT_0086,5,0.4885729092302743,0.5290452007746638,0.3065401638514236,True,True,internship 86,company 86,data science,delhi,30000
STU_0015,INT_0052,1,0.4760226040992226,0.29864639119892,0.673599265468001,True,True,internship 52,company 52,web development,pune,10000
STU_0015,INT_0188,2,0.46137782124607907,0.2190317674720668,0.7746670206166284,True,True,internship 188,company 188,data science,pune,15000
STU_0015,INT_0146,3,0.4569924260825278,0.1946039420413902,0.8059472288972425,True,True,internship 146,company 146,web development,bangalore,10000
STU_0015,INT_0068,4,0.4413827896480989,0.4831955427150273,0.2678539129923851,True,True,internship 68,company 68,software development,mumbai,25000
STU_0015,INT_0104,5,0.43222308562227896,0.4933040188970143,0.2274737929150434,True,True,internship 104,company 104,software development,mumbai,15000
STU_0016,INT_0156,1,0.5855802903016982,0.3908660801063643,0.7880154901087686,True,True,internship 156,company 156,data science,delhi,20000
STU_0016,INT_0028,2,0.5216818956309521,0.3462733306164683,0.7053849456988052,True,True,internship 28,company 28,software development,pune,25000
STU_0016,INT_0195,3,0.49509180038915385,0.5732392361702674,0.2464114564995905,True,True,internship 195,company 195,web development,chennai,15000
STU_0016,INT_0006,4,0.49358250667296777,0.4894762858815146,0.3874917472998195,True,True,internship 6,company 6,software development,bangalore,30000
STU_0016,INT_0052,5,0.492198951451414,0.4657874385178365,0.4249986207686035,True,True,internship 52,company 52,web development,pune,10000
STU_0017,INT_0011,1,0.5488303520061983,0.335942034718627,0.791122274783332,True,True,internship 11,company 11,web development,mumbai,30000
STU_0017,INT_0172,2,0.4962933356606439,0.468667953851515,0.4302532285728119,True,True,internship 172,company 172,data science,pune,15000
STU_0017,INT_0001,3,0.48848015880933293,0.4939281650802175,0.3670371230841294,True,True,internship 1,company 1,web development,pune,30000
STU_0017,INT_0162,4,0.4683811829211303,0.4955497299566149,0.3139854675653529,True,True,internship 162,company 162,data science,pune,30000
STU_0017,INT_0141,5,0.4634745678239068,0.4944175178078773,0.3036768947737408,True,True,internship 141,company 141,data science,pune,25000
STU_0018,INT_0025,1,0.49104204322710926,0.1664109994554701,0.9398260864132896,True,True,internship 25,company 25,data science,delhi,15000
STU_0018,INT_0129,2,0.44610976143499415,0.4558768764110007,0.3269142476017308,True,True,internship 129,company 129,mobile apps,pune,0
STU_0018,INT_0097,3,0.42766695952759876,0.4429810215484138,0.3031083918432065,True,True,internship 97,company 97,mobile apps,chennai,0
STU_0018,INT_0154,4,0.42449374857631683,0.1082415721899106,0.8740493064566053,True,True,internship 154,company 154,data science,bangalore,10000
STU_0018,INT_0004,5,0.42200162732293356,0.4592960251227107,0.2607310864004154,True,True,internship 4,company 4,mobile apps,delhi,15000
STU_0019,INT_0148,1,0.5250103139407678,0.4290465515613024,0.570564031983648,True,True,internship 148,company 148,ai/ml,chennai,25000
STU_0019,INT_0093,2,0.5106345828083036,0.604379497941016,0.2314167194756464,True,True,internship 93,company 93,ai/ml,chennai,20000
STU_0019,INT_0026,3,0.4961703291776155,0.5304844930663447,0.3230447068095957,True,True,internship 26,company 26,ai/ml,chennai,20000
STU_0019,INT_0008,4,0.457931043962135,0.522510461832798,0.241236200668523,True,True,internship 8,company 8,ai/ml,hyderabad,0
STU_0019,INT_0190,5,0.450891397519386,0.433240683543124,0.3780137155750914,True,True,internship 190,company 190,ai/ml,pune,15000
STU_0020,INT_0084,1,0.4978176421113615,0.5246240035497933,0.3372976914473428,True,True,internship 84,company 84,mobile apps,hyderabad,25000
STU_0020,INT_0129,2,0.4420177205076269,0.4969992050321946,0.2455701952590656,True,True,internship 129,company 129,mobile apps,pune,0
STU_0020,INT_0048,3,0.42723441600410467,0.4502965549273117,0.2893760842056752,True,True,internship 48,company 48,mobile apps,bangalore,15000
STU_0020,INT_0163,4,0.42070560628994835,0.4199940818654866,0.3254569424219117,True,True,internship 163,company 163,mobile apps,pune,15000
STU_0020,INT_0010,5,0.3936751038391591,0.4032156214622061,0.2868961295981116,True,True,internship 10,company 10,mobile apps,hyderabad,25000
STU_0021,INT_0101,1,0.5815165810348024,0.4773056991984252,0.6283738564251141,True,True,internship 101,company 101,web development,hyderabad,30000
STU_0021,INT_0126,2,0.5739348812433351,0.4524044188661129,0.6524820614441994,True,True,internship 126,company 126,web development,bangalore,25000
STU_0021,INT_0066,3,0.5636419319686935,0.4695610969348902,0.5970801829626954,True,True,internship 66,company 66,web development,hyderabad,25000
STU_0021,INT_0128,4,0.5158041412277848,0.5718766536697389,0.3005486591992455,True,True,internship 128,company 128,web development,chennai,20000
STU_0021,INT_0150,5,0.5048709524826165,0.3781640544771921,0.6082081004592049,True,True,internship 150,company 150,web development,pune,25000
STU_0022,INT_0037,1,0.6217680175064155,0.3911154704269964,0.8780535307247379,True,True,internship 37,company 37,ai/ml,delhi,20000
STU_0022,INT_0158,2,0.5799116326426014,0.2871056601907965,0.9532795336707848,True,True,internship 158,company 158,mobile apps,delhi,10000
STU_0022,INT_0007,3,0.577891954757924,0.7648188661689855,0.1221080303516172,True,True,internship 7,company 7,ai/ml,bangalore,25000
STU_0022,INT_0109,4,0.4982334721028853,0.329240539658767,0.6762191508569322,True,True,internship 109,company 109,ai/ml,pune,25000
STU_0022,INT_0148,5,0.4949786211304805,0.5315120845036159,0.3182883951533619,True,True,internship 148,company 148,ai/ml,chennai,25000
STU_0023,INT_0105,1,0.5651291507900705,0.6233054241041813,0.3349240257719358,True,True,internship 105,company 105,data science,mumbai,0
STU_0023,INT_0183,2,0.4635726734528824,0.3042769166827774,0.6327374195418453,True,True,internship 183,company 183,data science,hyderabad,0
STU_0023,INT_0151,3,0.4338439467188202,0.4714710104215781,0.2692823550247352,True,True,internship 151,company 151,data science,mumbai,10000
STU_0023,INT_0178,4,0.4113213821248144,0.4397372944189252,0.2678539129923851,True,True,internship 178,company 178,data science,mumbai,30000
STU_0023,INT_0088,5,0.41057082717019106,0.4386522552851911,0.2678539129923851,True,True,internship 88,company 88,data science,mumbai,0
STU_0024,INT_0051,1,0.5181776317470095,0.5733184428576452,0.3039890606372594,True,True,internship 51,company 51,web development,pune,20000
STU_0024,INT_0059,2,0.47870757839525646,0.5548756186034933,0.2372075997781579,True,True,internship 59,company 59,web development,pune,25000
STU_0024,INT_0089,3,0.4565851250466071,0.4627345474232681,0.341243501519645,True,True,internship 89,company 89,web development,bangalore,10000
STU_0024,INT_0150,4,0.44966217846622203,0.4532372114381389,0.3403601338852735,True,True,internship 150,company 150,web development,pune,25000
STU_0024,INT_0186,5,0.4488923543301119,0.3105073385537331,0.585262185451348,True,True,internship 186,company 186,web development,delhi,20000
STU_0025,INT_0056,1,0.5302137231423413,0.6116139063986694,0.2678539129923851,True,True,internship 56,company 56,data science,mumbai,15000
STU_0025,INT_0180,2,0.5292519635695075,0.616166312832434,0.2575769150496032,True,True,internship 180,company 180,data science,mumbai,30000
STU_0025,INT_0100,3,0.5009532991945826,0.5143105980861868,0.3629720838922193,True,True,internship 100,company 100,data science,delhi,15000
STU_0025,INT_0173,4,0.48179702741502994,0.1936630077289345,0.8695859152678742,True,True,internship 173,company 173,software development,mumbai,15000
STU_0025,INT_0011,5,0.46873467983373795,0.5398766823074375,0.2382134177286467,True,True,internship 11,company 11,web development,mumbai,30000
STU_0026,INT_0085,1,0.6374305102006017,0.4390490017527685,0.8343170162203943,True,True,internship 85,company 85,data science,chennai,25000
STU_0026,INT_0025,2,0.4965129165197837,0.5503301931182897,0.2895814717578786,True,True,internship 25,company 25,data science,delhi,15000
STU_0026,INT_0092,3,0.49072946405770407,0.5656840943676237,0.2485709257979418,True,True,internship 92,company 92,data science,mumbai,15000
STU_0026,INT_0171,4,0.4791269357712079,0.5354584574532948,0.2718346127647982,True,True,internship 171,company 171,data science,delhi,25000
STU_0026,INT_0156,5,0.4353481536355406,0.3947405665061373,0.4057348947991516,True,True,internship 156,company 156,data science,delhi,20000
STU_0027,INT_0052,1,0.5529747465895514,0.2666491951540699,0.9213132342771526,True,True,internship 52,company 52,web development,pune,10000
STU_0027,INT_0028,2,0.5257605303113935,0.5085692987349888,0.4349187452257171,True,True,internship 28,company 28,software development,pune,25000
STU_0027,INT_0139,3,0.514247599867498,0.5451429785091333,0.3428885700065566,True,True,internship 139,company 139,software development,pune,10000
STU_0027,INT_0040,4,0.4931154150115685,0.4837265422137752,0.3962672046717342,True,True,internship 40,company 40,software development,pune,0
STU_0027,INT_0138,5,0.47027663321768964,0.5000155040331618,0.3110013099637997,True,True,internship 138,company 138,software development,pune,25000
STU_0028,INT_0149,1,0.47632734534912213,0.3044577546039274,0.6643113713966867,True,True,internship 149,company 149,software development,hyderabad,0
STU_0028,INT_0161,2,0.43493055589400703,0.1035585209897136,0.9082398512734792,True,True,internship 161,company 161,ai/ml,mumbai,20000
STU_0028,INT_0173,3,0.4065837089862121,0.409892863951778,0.3076205072566144,True,True,internship 173,company 173,software development,mumbai,15000
STU_0028,INT_0067,4,0.4042566828646258,0.4001684777584087,0.3186195848072396,True,True,internship 67,company 67,software development,mumbai,15000
STU_0028,INT_0079,5,0.39545319223024794,0.343583776541271,0.3944643054703546,True,True,internship 79,company 79,web development,mumbai,10000
STU_0029,INT_0133,1,0.4815632477815225,0.2667485746043277,0.7426126276981491,True,True,internship 133,company 133,web development,bangalore,25000
STU_0029,INT_0114,2,0.4131051456741954,0.1760014368850169,0.7283988408800048,True,True,internship 114,company 114,ai/ml,pune,15000
STU_0029,INT_0064,3,0.41190120639929306,0.069972573720992,0.9087475603855364,True,True,internship 64,company 64,software development,bangalore,10000
STU_0029,INT_0052,4,0.3999344363443698,0.4555063186263742,0.2121167504286803,True,True,internship 52,company 52,web development,pune,10000
STU_0029,INT_0001,5,0.37900344246563566,0.3227536587183743,0.3893620146208236,True,True,internship 1,company 1,web development,pune,30000
STU_0030,INT_0111,1,0.5052473139319381,0.4886039688582633,0.4181622867610121,True,True,internship 111,company 111,data science,delhi,0
STU_0030,INT_0077,2,0.49703224155913006,0.5496572098814989,0.2920435923864063,True,True,internship 77,company 77,data science,delhi,20000
STU_0030,INT_0007,3,0.48890540432018553,0.4927716617344476,0.3701002092337294,True,True,internship 7,company 7,ai/ml,bangalore,25000
STU_0030,INT_0100,4,0.48788427200826245,0.5237525371708389,0.3139713164612776,True,True,internship 100,company 100,data science,delhi,15000
STU_0030,INT_0009,5,0.487046174048006,0.4916050042980922,0.3674696656679779,True,True,internship 9,company 9,ai/ml,mumbai,25000
STU_0031,INT_0082,1,0.4699423500891339,0.52221415431424,0.2717768785553726,True,True,internship 82,company 82,data science,delhi,20000
STU_0031,INT_0047,2,0.46821164910236346,0.5316679311386513,0.2511014553012315,True,True,internship 47,company 47,software development,delhi,25000
STU_0031,INT_0086,3,0.4576141570787081,0.436784470396709,0.3886922484578462,True,True,internship 86,company 86,data science,delhi,30000
STU_0031,INT_0100,4,0.44640707714365546,0.5019197672278712,0.2480343261674787,True,True,internship 100,company 100,data science,delhi,15000
STU_0031,INT_0180,5,0.4423456024350263,0.4432810153419826,0.3392862117678006,True,True,internship 180,company 180,data science,mumbai,30000
STU_0032,INT_0040,1,0.5672216799037358,0.3441926839551055,0.8228325246696693,True,True,internship 40,company 40,software development,pune,0
STU_0032,INT_0059,2,0.5594885373318091,0.2748354580740471,0.9234409862658944,True,True,internship 59,company 59,web development,pune,25000
STU_0032,INT_0008,3,0.5206782379901914,0.6017785059795255,0.2610238228560781,True,True,internship 8,company 8,ai/ml,hyderabad,0
STU_0032,INT_0049,4,0.499901379755228,0.441441819970282,0.4863562251413854,True,True,internship 49,company 49,software development,hyderabad,15000
STU_0032,INT_0190,5,0.49945209228488896,0.4835279358419539,0.4124523532009206,True,True,internship 190,company 190,ai/ml,pune,15000
STU_0033,INT_0002,1,0.6707732946568685,0.5016159464667748,0.8094752753724652,True,True,internship 2,company 2,mobile apps,chennai,15000
STU_0033,INT_0005,2,0.4526095460724851,0.4615101147567338,0.3334219984600728,True,True,internship 5,company 5,mobile apps,bangalore,30000
STU_0033,INT_0192,3,0.4233922693735609,0.3505339344851009,0.452292903076735,True,True,internship 192,company 192,mobile apps,hyderabad,30000
STU_0033,INT_0013,4,0.4011077712408604,0.4520267418594798,0.2210674134538102,True,True,internship 13,company 13,mobile apps,bangalore,10000
STU_0033,INT_0048,5,0.39772507073634833,0.4441095613261843,0.2263020556436186,True,True,internship 48,company 48,mobile apps,bangalore,15000
STU_0034,INT_0002,1,0.5678591948497551,0.675717141179655,0.2511121424978402,True,True,internship 2,company 2,mobile apps,chennai,15000
STU_0034,INT_0054,2,0.4717803039961624,0.5053217505069099,0.3055842520224471,True,True,internship 54,company 54,mobile apps,chennai,30000
STU_0034,INT_0132,3,0.47055958865292746,0.5131343558896273,0.2890219148366507,True,True,internship 132,company 132,mobile apps,chennai,0
STU_0034,INT_0097,4,0.46360654999934786,0.5048986895344283,0.2858814777602261,True,True,internship 97,company 97,mobile apps,chennai,0
STU_0034,INT_0081,5,0.4584948256481114,0.5053217505069099,0.2723705561523196,True,True,internship 81,company 81,mobile apps,chennai,15000
STU_0035,INT_0104,1,0.4926178786499592,0.5375866600301682,0.3018816119477275,True,True,internship 104,company 104,software development,mumbai,15000
STU_0035,INT_0068,2,0.4727951958208999,0.5286068610632523,0.2678539129923851,True,True,internship 68,company 68,software development,mumbai,25000
STU_0035,INT_0044,3,0.43180473079187776,0.448377828284184,0.3041199768170936,True,True,internship 44,company 44,software development,mumbai,25000
STU_0035,INT_0006,4,0.42905022235220136,0.4457887152437993,0.3017111286055293,True,True,internship 6,company 6,software development,bangalore,30000
STU_0035,INT_0099,5,0.4263227028866984,0.413622418092927,0.3505183736204679,True,True,internship 99,company 99,software development,mumbai,30000
STU_0036,INT_0002,1,0.5681677047365997,0.5930827065135704,0.394785369856253,True,True,internship 2,company 2,mobile apps,chennai,15000
STU_0036,INT_0007,2,0.5428293888739922,0.5898715529121229,0.3369927145768528,True,True,internship 7,company 7,ai/ml,bangalore,25000
STU_0036,INT_0029,3,0.5227536371718641,0.242451436460981,0.8876062963190119,True,True,internship 29,company 29,web development,mumbai,15000
STU_0036,INT_0009,4,0.49427671434371523,0.6076631736218647,0.1848434995526309,True,True,internship 9,company 9,ai/ml,mumbai,25000
STU_0036,INT_0036,5,0.4848036600078464,0.5513689046833791,0.2585120586032149,True,True,internship 36,company 36,mobile apps,mumbai,0
STU_0037,INT_0005,1,0.4873921655716359,0.5832326128396668,0.2098805541289545,True,True,internship 5,company 5,mobile apps,bangalore,30000
STU_0037,INT_0199,2,0.44531317497194695,0.4799758690491572,0.2832477446559163,True,True,internship 199,company 199,mobile apps,bangalore,10000
STU_0037,INT_0018,3,0.4128203827747854,0.3852515877916365,0.3658250140107538,True,True,internship 18,company 18,mobile apps,mumbai,10000
STU_0037,INT_0052,4,0.4086877108148716,0.1938216182411401,0.6865383343384381,True,True,internship 52,company 52,web development,pune,10000
STU_0037,INT_0002,5,0.40649109201273315,0.385624160487576,0.3493574871117316,True,True,internship 2,company 2,mobile apps,chennai,15000
STU_0038,INT_0093,1,0.44393979344145673,0.4182811855774901,0.3865045679679534,True,True,internship 93,company 93,ai/ml,chennai,20000
STU_0038,INT_0008,2,0.43730549946160957,0.4527517068692981,0.3103080324959158,True,True,internship 8,company 8,ai/ml,hyderabad,0
STU_0038,INT_0190,3,0.4189832739883173,0.4929141821938626,0.195048418936503,True,True,internship 190,company 190,ai/ml,pune,15000
STU_0038,INT_0007,4,0.39617287892820263,0.4074565443608719,0.2858066251733642,True,True,internship 7,company 7,ai/ml,bangalore,25000
STU_0038,INT_0199,5,0.37862072820441706,0.3759383984813249,0.2964314265988669,True,True,internship 199,company 199,mobile apps,bangalore,10000
STU_0039,INT_0119,1,0.5719288142033784,0.3335015231685473,0.8530888726059149,True,True,internship 119,company 119,data science,pune,25000
STU_0039,INT_0189,2,0.5034933369486989,0.5657301797510541,0.2804009113311024,True,True,internship 189,company 189,data science,bangalore,20000
STU_0039,INT_0071,3,0.46334592007826464,0.5383066646787104,0.2274565920950265,True,True,internship 71,company 71,data science,bangalore,25000
STU_0039,INT_0144,4,0.43814230223301576,0.1706978037253266,0.8001634478902317,True,True,internship 144,company 144,web development,bangalore,30000
STU_0039,INT_0169,5,0.42576134350593964,0.4320970511026646,0.3171662949108662,True,True,internship 169,company 169,data science,bangalore,10000
STU_0040,INT_0009,1,0.5757945300002434,0.3804178548779731,0.7816194865409598,True,True,internship 9,company 9,ai/ml,mumbai,25000
STU_0040,INT_0008,2,0.5286925616248673,0.6069354243230005,0.2721416342112871,True,True,internship 8,company 8,ai/ml,hyderabad,0
STU_0040,INT_0192,3,0.42476081242369634,0.4003866711558287,0.3695025809883199,True,True,internship 192,company 192,mobile apps,hyderabad,30000
STU_0040,INT_0179,4,0.40841826578474183,0.4119888420531657,0.3085822678920292,True,True,internship 179,company 179,mobile apps,hyderabad,10000
STU_0040,INT_0110,5,0.3955401820572124,0.3703825450920087,0.348337948077668,True,True,internship 110,company 110,ai/ml,hyderabad,0
STU_0041,INT_0155,1,0.5143172283462478,0.4563899562334065,0.4965456321292913,True,True,internship 155,company 155,ai/ml,chennai,25000
STU_0041,INT_0091,2,0.4782134890694528,0.5195358544224455,0.2970863821171242,True,True,internship 91,company 91,ai/ml,hyderabad,20000
STU_0041,INT_0007,3,0.4470501599319364,0.4292955178999653,0.3752331027691801,True,True,internship 7,company 7,ai/ml,bangalore,25000
STU_0041,INT_0093,4,0.4467169737933143,0.4377546280022109,0.3597715705775394,True,True,internship 93,company 93,ai/ml,chennai,20000
STU_0041,INT_0168,5,0.4198372146042191,0.3815517966923519,0.3897652419420911,True,True,internship 168,company 168,ai/ml,hyderabad,15000
STU_0042,INT_0087,1,0.5469091150475346,0.3671482794119142,0.7323533832704445,True,True,internship 87,company 87,data science,chennai,30000
STU_0042,INT_0057,2,0.5352966754979224,0.3797829496886749,0.681472808922612,True,True,internship 57,company 57,web development,hyderabad,20000
STU_0042,INT_0051,3,0.5319003071560173,0.5238911814702678,0.4237716430109312,True,True,internship 51,company 51,web development,pune,20000
STU_0042,INT_0152,4,0.5132453795143346,0.543706686928614,0.3428668368232285,True,True,internship 152,company 152,data science,pune,25000
STU_0042,INT_0122,5,0.510823467957686,0.5830650876576463,0.268748515901641,True,True,internship 122,company 122,web development,pune,25000
STU_0043,INT_0147,1,0.5205772488882124,0.5073408506044286,0.4240849300935458,True,True,internship 147,company 147,web development,hyderabad,20000
STU_0043,INT_0066,2,0.501550574807221,0.6042443293421271,0.208940450170153,True,True,internship 66,company 66,web development,hyderabad,25000
STU_0043,INT_0062,3,0.4915895335439838,0.5205881768195854,0.328706683850321,True,True,internship 62,company 62,web development,bangalore,30000
