student_id,internship_id,rank,hybrid_v2,success_prob,combined_score,title_x,company_x,domain_x,location,stipend,actual_success,rural_urban,college_tier,gender,title_y,company_y,domain_y
STU_0005,INT_0114,3,0.4623991064962281,0.0010790833471473,0.3240030995515038,internship 114,company 114,ai/ml,pune,15000,0.0,urban,tier_2,male,internship 114,company 114,ai/ml
STU_0005,INT_0196,4,0.4610888725978432,0.0010355133174451,0.3230728648137237,internship 196,company 196,ai/ml,mumbai,10000,0.0,urban,tier_2,male,internship 196,company 196,ai/ml
STU_0005,INT_0008,5,0.4473637050613699,0.0010440091645783,0.3134677962923324,internship 8,company 8,ai/ml,hyderabad,0,0.0,urban,tier_2,male,internship 8,company 8,ai/ml
STU_0006,INT_0022,1,0.5018250887852908,0.0010011502417202,0.3515779072222196,internship 22,company 22,mobile apps,pune,10000,0.0,rural,tier_2,male,internship 22,company 22,mobile apps
STU_0006,INT_0144,2,0.4711828060941423,0.0009960565346984,0.3301267812263091,internship 144,company 144,web development,bangalore,30000,0.0,rural,tier_2,male,internship 144,company 144,web development
STU_0006,INT_0004,3,0.4502523739745353,0.0010321156964706,0.3154862964911158,internship 4,company 4,mobile apps,delhi,15000,0.0,rural,tier_2,male,internship 4,company 4,mobile apps
STU_0006,INT_0137,4,0.4378826424100678,0.0010352451813619,0.306828423241456,internship 137,company 137,web development,delhi,20000,0.0,rural,tier_2,male,internship 137,company 137,web development
STU_0006,INT_0052,5,0.4323589049076115,0.0010338476597916,0.3029613877332655,internship 52,company 52,web development,pune,10000,0.0,rural,tier_2,male,internship 52,company 52,web development
STU_0007,INT_0146,1,0.4757879517050726,0.0010114924752152,0.3333550139361154,internship 146,company 146,web development,bangalore,10000,0.0,urban,tier_2,male,internship 146,company 146,web development
STU_0007,INT_0145,2,0.4654624617753652,0.0010145213715236,0.3261280796542127,internship 145,company 145,web development,mumbai,15000,0.0,urban,tier_2,male,internship 145,company 145,web development
STU_0007,INT_0016,3,0.4613455378203711,0.0010161599639013,0.3232467244634301,internship 16,company 16,software development,mumbai,15000,0.0,urban,tier_2,male,internship 16,company 16,software development
STU_0007,INT_0067,4,0.4037645460969927,0.0010166563712121,0.2829401791792585,internship 67,company 67,software development,mumbai,15000,0.0,urban,tier_2,male,internship 67,company 67,software development
STU_0007,INT_0105,5,0.3891280695933788,0.0010144096876602,0.2726939716216632,internship 105,company 105,data science,mumbai,0,0.0,urban,tier_2,male,internship 105,company 105,data science
STU_0008,INT_0043,1,0.540376630263514,0.0009989946318372,0.3785633395740109,internship 43,company 43,web development,delhi,15000,0.0,rural,tier_2,male,internship 43,company 43,web development
STU_0008,INT_0001,2,0.5247218095991428,0.0009948274179471,0.3676037149447841,internship 1,company 1,web development,pune,30000,0.0,rural,tier_2,male,internship 1,company 1,web development
STU_0008,INT_0200,3,0.521270116095589,0.0009888245675116,0.3651857286371658,internship 200,company 200,web development,delhi,25000,0.0,rural,tier_2,male,internship 200,company 200,web development
STU_0008,INT_0020,4,0.4869653898868512,0.0009959718309854,0.3411745644700914,internship 20,company 20,web development,pune,20000,0.0,rural,tier_2,male,internship 20,company 20,web development
STU_0008,INT_0147,5,0.4777606740866726,0.000973639914004,0.334724563834872,internship 147,company 147,web development,hyderabad,20000,0.0,rural,tier_2,male,internship 147,company 147,web development
STU_0009,INT_0069,1,0.4824263351892047,0.001025250825388,0.3380060098800597,internship 69,company 69,web development,pune,15000,0.0,urban,tier_3,male,internship 69,company 69,web development
STU_0009,INT_0126,2,0.4276737792465525,0.0010385051225209,0.299683197009343,internship 126,company 126,web development,bangalore,25000,0.0,urban,tier_3,male,internship 126,company 126,web development
STU_0009,INT_0007,3,0.4221062313254337,0.0010426023107436,0.2957871426210267,internship 7,company 7,ai/ml,bangalore,25000,0.0,urban,tier_3,male,internship 7,company 7,ai/ml
STU_0009,INT_0070,4,0.4128123791744771,0.0010268206707298,0.2892767116233529,internship 70,company 70,web development,bangalore,20000,0.0,urban,tier_3,male,internship 70,company 70,web development
STU_0009,INT_0089,5,0.3925297905138718,0.0010365092785578,0.2750818061432776,internship 89,company 89,web development,bangalore,10000,0.0,urban,tier_3,male,internship 89,company 89,web development
STU_0010,INT_0023,1,0.5146166243883008,0.0010035271634995,0.3605326952208604,internship 23,company 23,web development,delhi,30000,0.0,urban,tier_3,male,internship 23,company 23,web development
STU_0010,INT_0191,2,0.481251635712454,0.0010219329304972,0.3371827248778669,internship 191,company 191,software development,delhi,0,0.0,urban,tier_3,male,internship 191,company 191,software development
STU_0010,INT_0138,3,0.4273762657816258,0.0010199361914887,0.2994693669045847,internship 138,company 138,software development,pune,25000,0.0,urban,tier_3,male,internship 138,company 138,software development
STU_0010,INT_0104,4,0.4198127436559126,0.0010214459940924,0.2941753543573665,internship 104,company 104,software development,mumbai,15000,0.0,urban,tier_3,male,internship 104,company 104,software development
STU_0010,INT_0066,5,0.4036061607702332,0.0010199654110191,0.2828303021624689,internship 66,company 66,web development,hyderabad,25000,0.0,urban,tier_3,male,internship 66,company 66,web development
STU_0011,INT_0035,1,0.5288249426602724,0.0010064058303321,0.3704793816112903,internship 35,company 35,ai/ml,delhi,20000,0.0,urban,tier_2,male,internship 35,company 35,ai/ml
STU_0011,INT_0004,2,0.5243396589616961,0.001058742172741,0.3673553839250096,internship 4,company 4,mobile apps,delhi,15000,0.0,urban,tier_2,male,internship 4,company 4,mobile apps
STU_0011,INT_0047,3,0.4142186146884427,0.0010521135155901,0.2902686643365869,internship 47,company 47,software development,delhi,25000,0.0,urban,tier_2,male,internship 47,company 47,software development
STU_0011,INT_0083,4,0.4097351697520705,0.0010641483427237,0.2871338633292665,internship 83,company 83,mobile apps,delhi,20000,0.0,urban,tier_2,male,internship 83,company 83,mobile apps
STU_0011,INT_0072,5,0.4051714992821366,0.0010444338458471,0.2839333796512497,internship 72,company 72,mobile apps,delhi,20000,0.0,urban,tier_2,male,internship 72,company 72,mobile apps
STU_0012,INT_0009,1,0.6343262766328308,0.0009719654925541,0.4443199832907478,internship 9,company 9,ai/ml,mumbai,25000,0.0,urban,tier_3,female,internship 9,company 9,ai/ml
STU_0012,INT_0137,2,0.5736932622284273,0.0009879108399858,0.4018816568118948,internship 137,company 137,web development,delhi,20000,0.0,urban,tier_3,female,internship 137,company 137,web development
STU_0012,INT_0052,3,0.5565533584663415,0.0010155001363616,0.3898920009673474,internship 52,company 52,web development,pune,10000,0.0,urban,tier_3,female,internship 52,company 52,web development
STU_0012,INT_0029,4,0.5517826151874703,0.0009981196567424,0.3865472665282519,internship 29,company 29,web development,mumbai,15000,0.0,urban,tier_3,female,internship 29,company 29,web development
STU_0012,INT_0101,5,0.5443024930959606,0.0009804888316468,0.3813058918166664,internship 101,company 101,web development,hyderabad,30000,0.0,urban,tier_3,female,internship 101,company 101,web development
STU_0013,INT_0043,1,0.4523624801902031,0.0010552199475932,0.3169703021174201,internship 43,company 43,web development,delhi,15000,0.0,rural,tier_1,female,internship 43,company 43,web development
STU_0013,INT_0200,2,0.4330002848024795,0.0010441547689708,0.3034134457924268,internship 200,company 200,web development,delhi,25000,0.0,rural,tier_1,female,internship 200,company 200,web development
STU_0013,INT_0001,3,0.4226093561424517,0.0010640163025517,0.2961457541904817,internship 1,company 1,web development,pune,30000,0.0,rural,tier_1,female,internship 1,company 1,web development
STU_0013,INT_0089,4,0.4124498010605892,0.0010419965210334,0.2890274596987224,internship 89,company 89,web development,bangalore,10000,0.0,rural,tier_1,female,internship 89,company 89,web development
STU_0013,INT_0146,5,0.4007571482390601,0.0010606673931843,0.2808482039852973,internship 146,company 146,web development,bangalore,10000,0.0,rural,tier_1,female,internship 146,company 146,web development
STU_0014,INT_0088,1,0.521139320424334,0.0010199574080893,0.3651035115194606,internship 88,company 88,data science,mumbai,0,0.0,urban,tier_1,male,internship 88,company 88,data science
STU_0014,INT_0153,2,0.5164294283650149,0.0010005805283486,0.361800774014015,internship 153,company 153,data science,chennai,0,0.0,urban,tier_1,male,internship 153,company 153,data science
STU_0014,INT_0102,3,0.500225636093677,0.0010441453469294,0.3504711888696527,internship 102,company 102,data science,pune,0,0.0,urban,tier_1,male,internship 102,company 102,data science
STU_0014,INT_0042,4,0.4899503976291443,0.0010221265972327,0.3432719163195708,internship 42,company 42,data science,hyderabad,15000,0.0,urban,tier_1,male,internship 42,company 42,data science
STU_0014,INT_0086,5,0.4885729092302743,0.0010330625198239,0.3423109552171391,internship 86,company 86,data science,delhi,30000,0.0,urban,tier_1,male,internship 86,company 86,data science
STU_0015,INT_0052,1,0.4760226040992226,0.0010372257024153,0.3335269905801803,internship 52,company 52,web development,pune,10000,0.0,rural,tier_3,male,internship 52,company 52,web development
STU_0015,INT_0188,2,0.461377821246079,0.001033839322626,0.323274626669043,internship 188,company 188,data science,pune,15000,0.0,rural,tier_3,male,internship 188,company 188,data science
STU_0015,INT_0146,3,0.4569924260825278,0.0010196950582165,0.3202006067752344,internship 146,company 146,web development,bangalore,10000,0.0,rural,tier_3,male,internship 146,company 146,web development
STU_0015,INT_0068,4,0.4413827896480989,0.0010253816192994,0.3092755672394591,internship 68,company 68,software development,mumbai,25000,0.0,rural,tier_3,male,internship 68,company 68,software development
STU_0015,INT_0104,5,0.4322230856222789,0.0010465613753063,0.3028701283481871,internship 104,company 104,software development,mumbai,15000,0.0,rural,tier_3,male,internship 104,company 104,software development
STU_0016,INT_0156,1,0.5855802903016982,0.0010122556484316,0.4102098799057182,internship 156,company 156,data science,delhi,20000,0.0,urban,tier_2,male,internship 156,company 156,data science
STU_0016,INT_0028,2,0.5216818956309521,0.0010218981225137,0.3654838963784206,internship 28,company 28,software development,pune,25000,0.0,urban,tier_2,male,internship 28,company 28,software development
STU_0016,INT_0195,3,0.4950918003891538,0.0010103211816452,0.3468673566269012,internship 195,company 195,web development,chennai,15000,0.0,urban,tier_2,male,internship 195,company 195,web development
STU_0016,INT_0006,4,0.4935825066729677,0.0010203046933557,0.3458138460790841,internship 6,company 6,software development,bangalore,30000,0.0,urban,tier_2,male,internship 6,company 6,software development
STU_0016,INT_0052,5,0.492198951451414,0.0010427234322853,0.3448520830456754,internship 52,company 52,web development,pune,10000,0.0,urban,tier_2,male,internship 52,company 52,web development
STU_0017,INT_0011,1,0.5488303520061983,0.0010079066720506,0.384483618405954,internship 11,company 11,web development,mumbai,30000,0.0,urban,tier_2,female,internship 11,company 11,web development
STU_0017,INT_0172,2,0.4962933356606439,0.0010806389248992,0.3477295266399204,internship 172,company 172,data science,pune,15000,0.0,urban,tier_2,female,internship 172,company 172,data science
STU_0017,INT_0001,3,0.4884801588093329,0.0010604888512242,0.3422542578219003,internship 1,company 1,web development,pune,30000,0.0,urban,tier_2,female,internship 1,company 1,web development
STU_0017,INT_0162,4,0.4683811829211303,0.0010574041314328,0.328184049284221,internship 162,company 162,data science,pune,30000,0.0,urban,tier_2,female,internship 162,company 162,data science
STU_0017,INT_0141,5,0.4634745678239068,0.0010545072802879,0.3247485496608211,internship 141,company 141,data science,pune,25000,0.0,urban,tier_2,female,internship 141,company 141,data science
STU_0018,INT_0025,1,0.4910420432271092,0.0009822302274109,0.3440240993271997,internship 25,company 25,data science,delhi,15000,0.0,urban,tier_3,female,internship 25,company 25,data science
STU_0018,INT_0129,2,0.4461097614349941,0.0010480215445422,0.3125912394678585,internship 129,company 129,mobile apps,pune,0,0.0,urban,tier_3,female,internship 129,company 129,mobile apps
STU_0018,INT_0097,3,0.4276669595275987,0.0009998702215785,0.2996668327357926,internship 97,company 97,mobile apps,chennai,0,0.0,urban,tier_3,female,internship 97,company 97,mobile apps
STU_0018,INT_0154,4,0.4244937485763168,0.0009722364086994,0.2974372949260315,internship 154,company 154,data science,bangalore,10000,0.0,urban,tier_3,female,internship 154,company 154,data science
STU_0018,INT_0004,5,0.4220016273229335,0.0010294202646755,0.295709965205456,internship 4,company 4,mobile apps,delhi,15000,0.0,urban,tier_3,female,internship 4,company 4,mobile apps
STU_0019,INT_0148,1,0.5250103139407678,0.0009580131248792,0.3677946236960012,internship 148,company 148,ai/ml,chennai,25000,0.0,urban,tier_3,male,internship 148,company 148,ai/ml
STU_0019,INT_0093,2,0.5106345828083036,0.0009403814127049,0.357726322389624,internship 93,company 93,ai/ml,chennai,20000,0.0,urban,tier_3,male,internship 93,company 93,ai/ml
STU_0019,INT_0026,3,0.4961703291776155,0.0009490665760717,0.3476039503971523,internship 26,company 26,ai/ml,chennai,20000,0.0,urban,tier_3,male,internship 26,company 26,ai/ml
STU_0019,INT_0008,4,0.457931043962135,0.0009686411837636,0.3208423231286235,internship 8,company 8,ai/ml,hyderabad,0,0.0,urban,tier_3,male,internship 8,company 8,ai/ml
STU_0019,INT_0190,5,0.450891397519386,0.001001678608867,0.3159244818462303,internship 190,company 190,ai/ml,pune,15000,0.0,urban,tier_3,male,internship 190,company 190,ai/ml
STU_0020,INT_0084,1,0.4978176421113615,0.00101170168666,0.348775859983951,internship 84,company 84,mobile apps,hyderabad,25000,0.0,rural,tier_1,male,internship 84,company 84,mobile apps
STU_0020,INT_0129,2,0.4420177205076269,0.0010363363412703,0.3097233052577199,internship 129,company 129,mobile apps,pune,0,0.0,rural,tier_1,male,internship 129,company 129,mobile apps
STU_0020,INT_0048,3,0.4272344160041046,0.0010173220672347,0.2993692878230436,internship 48,company 48,mobile apps,bangalore,15000,0.0,rural,tier_1,male,internship 48,company 48,mobile apps
STU_0020,INT_0163,4,0.4207056062899483,0.0010382930339991,0.2948054123131635,internship 163,company 163,mobile apps,pune,15000,0.0,rural,tier_1,male,internship 163,company 163,mobile apps
STU_0020,INT_0010,5,0.3936751038391591,0.0010158257034962,0.2758773203984602,internship 10,company 10,mobile apps,hyderabad,25000,0.0,rural,tier_1,male,internship 10,company 10,mobile apps
STU_0021,INT_0101,1,0.5815165810348024,0.000993726867579,0.4073597247846353,internship 101,company 101,web development,hyderabad,30000,0.0,urban,tier_2,female,internship 101,company 101,web development
STU_0021,INT_0126,2,0.5739348812433351,0.0009963046193584,0.4020533082561421,internship 126,company 126,web development,bangalore,25000,0.0,urban,tier_2,female,internship 126,company 126,web development
STU_0021,INT_0066,3,0.5636419319686935,0.0010052154549138,0.3948509170145595,internship 66,company 66,web development,hyderabad,25000,0.0,urban,tier_2,female,internship 66,company 66,web development
STU_0021,INT_0128,4,0.5158041412277848,0.0009688739445367,0.3613535610428104,internship 128,company 128,web development,chennai,20000,0.0,urban,tier_2,female,internship 128,company 128,web development
STU_0021,INT_0150,5,0.5048709524826165,0.001014128699112,0.3537139053475651,internship 150,company 150,web development,pune,25000,0.0,urban,tier_2,female,internship 150,company 150,web development
STU_0022,INT_0037,1,0.6217680175064155,0.0010063387504229,0.4355395138796177,internship 37,company 37,ai/ml,delhi,20000,0.0,urban,tier_2,male,internship 37,company 37,ai/ml
STU_0022,INT_0158,2,0.5799116326426014,0.0010176009981673,0.4062434231492711,internship 158,company 158,mobile apps,delhi,10000,0.0,urban,tier_2,male,internship 158,company 158,mobile apps
STU_0022,INT_0007,3,0.577891954757924,0.0010314939060691,0.4048338165023675,internship 7,company 7,ai/ml,bangalore,25000,0.0,urban,tier_2,male,internship 7,company 7,ai/ml
STU_0022,INT_0109,4,0.4982334721028853,0.0010349425987922,0.3490739132516574,internship 109,company 109,ai/ml,pune,25000,0.0,urban,tier_2,male,internship 109,company 109,ai/ml
STU_0022,INT_0148,5,0.4949786211304805,0.0010324064751811,0.3467947567338907,internship 148,company 148,ai/ml,chennai,25000,0.0,urban,tier_2,male,internship 148,company 148,ai/ml
STU_0023,INT_0105,1,0.5651291507900705,0.0009985396873535,0.3958899674592554,internship 105,company 105,data science,mumbai,0,0.0,rural,tier_3,male,internship 105,company 105,data science
STU_0023,INT_0183,2,0.4635726734528824,0.0009941290720706,0.3247991101386388,internship 183,company 183,data science,hyderabad,0,0.0,rural,tier_3,male,internship 183,company 183,data science
STU_0023,INT_0151,3,0.4338439467188202,0.0010034076020001,0.3039917849837741,internship 151,company 151,data science,mumbai,10000,0.0,rural,tier_3,male,internship 151,company 151,data science
STU_0023,INT_0178,4,0.4113213821248144,0.0010095079741887,0.2882278198796267,internship 178,company 178,data science,mumbai,30000,0.0,rural,tier_3,male,internship 178,company 178,data science
STU_0023,INT_0088,5,0.410570827170191,0.0010160188589311,0.287704384676813,internship 88,company 88,data science,mumbai,0,0.0,rural,tier_3,male,internship 88,company 88,data science
STU_0024,INT_0051,1,0.5181776317470095,0.001027109944587,0.3630324752062827,internship 51,company 51,web development,pune,20000,0.0,urban,tier_3,male,internship 51,company 51,web development
STU_0024,INT_0059,2,0.4787075783952564,0.001033774449958,0.3354054372116669,internship 59,company 59,web development,pune,25000,0.0,urban,tier_3,male,internship 59,company 59,web development
STU_0024,INT_0089,3,0.4565851250466071,0.0010017166809438,0.319910102536908,internship 89,company 89,web development,bangalore,10000,0.0,urban,tier_3,male,internship 89,company 89,web development
STU_0024,INT_0150,4,0.449662178466222,0.0010335225980513,0.3150735817057707,internship 150,company 150,web development,pune,25000,0.0,urban,tier_3,male,internship 150,company 150,web development
STU_0024,INT_0186,5,0.4488923543301119,0.0009941110924431,0.3145228813588112,internship 186,company 186,web development,delhi,20000,0.0,urban,tier_3,male,internship 186,company 186,web development
STU_0025,INT_0056,1,0.5302137231423413,0.0009944025550782,0.3714479269661623,internship 56,company 56,data science,mumbai,15000,0.0,rural,tier_3,female,internship 56,company 56,data science
STU_0025,INT_0180,2,0.5292519635695075,0.000991303090534,0.3707737654258154,internship 180,company 180,data science,mumbai,30000,0.0,rural,tier_3,female,internship 180,company 180,data science
STU_0025,INT_0100,3,0.5009532991945826,0.0010153616422036,0.3509719179288689,internship 100,company 100,data science,delhi,15000,0.0,rural,tier_3,female,internship 100,company 100,data science
STU_0025,INT_0173,4,0.4817970274150299,0.00096984851511,0.3375488737450539,internship 173,company 173,software development,mumbai,15000,0.0,rural,tier_3,female,internship 173,company 173,software development
STU_0025,INT_0011,5,0.4687346798337379,0.0009941970284204,0.3284125349921426,internship 11,company 11,web development,mumbai,30000,0.0,rural,tier_3,female,internship 11,company 11,web development
STU_0026,INT_0085,1,0.6374305102006017,0.0009762443223528,0.446494230437127,internship 85,company 85,data science,chennai,25000,0.0,urban,tier_3,male,internship 85,company 85,data science
STU_0026,INT_0025,2,0.4965129165197837,0.0010279046435105,0.3478674129569017,internship 25,company 25,data science,delhi,15000,0.0,urban,tier_3,male,internship 25,company 25,data science
STU_0026,INT_0092,3,0.490729464057704,0.0010278529423731,0.3438189807231047,internship 92,company 92,data science,mumbai,15000,0.0,urban,tier_3,male,internship 92,company 92,data science
STU_0026,INT_0171,4,0.4791269357712079,0.0010346379424351,0.335699246422576,internship 171,company 171,data science,delhi,25000,0.0,urban,tier_3,male,internship 171,company 171,data science
STU_0026,INT_0156,5,0.4353481536355406,0.0010286048464091,0.3050522889988011,internship 156,company 156,data science,delhi,20000,0.0,urban,tier_3,male,internship 156,company 156,data science
STU_0027,INT_0052,1,0.5529747465895514,0.0010081532899658,0.3873847685996757,internship 52,company 52,web development,pune,10000,0.0,urban,tier_1,female,internship 52,company 52,web development
STU_0027,INT_0028,2,0.5257605303113935,0.0010557582102644,0.3683490986810547,internship 28,company 28,software development,pune,25000,0.0,urban,tier_1,female,internship 28,company 28,software development
STU_0027,INT_0139,3,0.514247599867498,0.0010574652587404,0.3602905594848707,internship 139,company 139,software development,pune,10000,0.0,urban,tier_1,female,internship 139,company 139,software development
STU_0027,INT_0040,4,0.4931154150115685,0.0010735190142044,0.3455028462123593,internship 40,company 40,software development,pune,0,0.0,urban,tier_1,female,internship 40,company 40,software development
STU_0027,INT_0138,5,0.4702766332176896,0.0010383087444366,0.3295051358757137,internship 138,company 138,software development,pune,25000,0.0,urban,tier_1,female,internship 138,company 138,software development
STU_0028,INT_0149,1,0.4763273453491221,0.0009903904233331,0.3337262588713853,internship 149,company 149,software development,hyderabad,0,0.0,urban,tier_2,male,internship 149,company 149,software development
STU_0028,INT_0161,2,0.434930555894007,0.0009603780948794,0.3047395025542687,internship 161,company 161,ai/ml,mumbai,20000,0.0,urban,tier_2,male,internship 161,company 161,ai/ml
STU_0028,INT_0173,3,0.4065837089862121,0.0010244585775657,0.2849159338636182,internship 173,company 173,software development,mumbai,15000,0.0,urban,tier_2,male,internship 173,company 173,software development
STU_0028,INT_0067,4,0.4042566828646258,0.0010253946533165,0.283287296401233,internship 67,company 67,software development,mumbai,15000,0.0,urban,tier_2,male,internship 67,company 67,software development
STU_0028,INT_0079,5,0.3954531922302479,0.0010178514502579,0.2771225899962509,internship 79,company 79,web development,mumbai,10000,0.0,urban,tier_2,male,internship 79,company 79,web development
STU_0029,INT_0133,1,0.4815632477815225,0.0009823972101863,0.3373889926101216,internship 133,company 133,web development,bangalore,25000,0.0,rural,tier_2,female,internship 133,company 133,web development
STU_0029,INT_0114,2,0.4131051456741954,0.0010136345060083,0.2894776923237392,internship 114,company 114,ai/ml,pune,15000,0.0,rural,tier_2,female,internship 114,company 114,ai/ml
STU_0029,INT_0064,3,0.411901206399293,0.0009592406659804,0.2886186166792992,internship 64,company 64,software development,bangalore,10000,0.0,rural,tier_2,female,internship 64,company 64,software development
STU_0029,INT_0052,4,0.3999344363443698,0.001028426042367,0.280262633253769,internship 52,company 52,web development,pune,10000,0.0,rural,tier_2,female,internship 52,company 52,web development
STU_0029,INT_0001,5,0.3790034424656356,0.0010383256963982,0.2656139074348644,internship 1,company 1,web development,pune,30000,0.0,rural,tier_2,female,internship 1,company 1,web development
STU_0030,INT_0111,1,0.5052473139319381,0.0010406999578751,0.3539853297397192,internship 111,company 111,data science,delhi,0,0.0,urban,tier_3,male,internship 111,company 111,data science
STU_0030,INT_0077,2,0.49703224155913,0.0010140588993802,0.348226786761205,internship 77,company 77,data science,delhi,20000,0.0,urban,tier_3,male,internship 77,company 77,data science
STU_0030,INT_0007,3,0.4889054043201855,0.0010371649367986,0.3425449325051694,internship 7,company 7,ai/ml,bangalore,25000,0.0,urban,tier_3,male,internship 7,company 7,ai/ml
STU_0030,INT_0100,4,0.4878842720082624,0.0010326378490816,0.3418287817605082,internship 100,company 100,data science,delhi,15000,0.0,urban,tier_3,male,internship 100,company 100,data science
STU_0030,INT_0009,5,0.487046174048006,0.0010095848513402,0.3412351972890062,internship 9,company 9,ai/ml,mumbai,25000,0.0,urban,tier_3,male,internship 9,company 9,ai/ml
STU_0031,INT_0082,1,0.4699423500891339,0.001013947262899,0.3292638292412634,internship 82,company 82,data science,delhi,20000,0.0,rural,tier_3,female,internship 82,company 82,data science
STU_0031,INT_0047,2,0.4682116491023634,0.0010081032498204,0.3280505853466005,internship 47,company 47,software development,delhi,25000,0.0,rural,tier_3,female,internship 47,company 47,software development
STU_0031,INT_0086,3,0.4576141570787081,0.0010373919717189,0.3206411275466113,internship 86,company 86,data science,delhi,30000,0.0,rural,tier_3,female,internship 86,company 86,data science
STU_0031,INT_0100,4,0.4464070771436554,0.0010263662259343,0.312792863868339,internship 100,company 100,data science,delhi,15000,0.0,rural,tier_3,female,internship 100,company 100,data science
STU_0031,INT_0180,5,0.4423456024350263,0.0010183391063285,0.3099474234364169,internship 180,company 180,data science,mumbai,30000,0.0,rural,tier_3,female,internship 180,company 180,data science
STU_0032,INT_0040,1,0.5672216799037358,0.001032714767197,0.3973649903627742,internship 40,company 40,software development,pune,0,0.0,urban,tier_3,male,internship 40,company 40,software development
STU_0032,INT_0059,2,0.5594885373318091,0.0010189600655651,0.3919476641519359,internship 59,company 59,web development,pune,25000,0.0,urban,tier_3,male,internship 59,company 59,web development
