student_id,internship_id,success_prob,rank_fair,skill_match_count
STU_0009,INT_0126,0.0010385051225209,2,1
STU_0009,INT_0089,0.0010365092785578,3,1
STU_0009,INT_0070,0.0010268206707298,4,1
STU_0009,INT_0069,0.001025250825388,5,0
STU_0010,INT_0191,0.0010219329304972,1,2
STU_0010,INT_0104,0.0010214459940924,2,2
STU_0010,INT_0066,0.0010199654110191,3,2
STU_0010,INT_0138,0.0010199361914887,4,2
STU_0010,INT_0023,0.0010035271634995,5,1
STU_0011,INT_0083,0.0010641483427237,1,0
STU_0011,INT_0004,0.001058742172741,2,0
STU_0011,INT_0047,0.0010521135155901,3,2
STU_0011,INT_0072,0.0010444338458471,4,1
STU_0011,INT_0035,0.0010064058303321,5,1
STU_0012,INT_0052,0.0010155001363616,1,1
STU_0012,INT_0029,0.0009981196567424,2,0
STU_0012,INT_0137,0.0009879108399858,3,1
STU_0012,INT_0101,0.0009804888316468,4,1
STU_0012,INT_0009,0.0009719654925541,5,2
STU_0013,INT_0001,0.0010640163025517,1,1
STU_0013,INT_0146,0.0010606673931843,2,1
STU_0013,INT_0043,0.0010552199475932,3,2
STU_0013,INT_0200,0.0010441547689708,4,2
STU_0013,INT_0089,0.0010419965210334,5,2
STU_0014,INT_0102,0.0010441453469294,1,1
STU_0014,INT_0086,0.0010330625198239,2,1
STU_0014,INT_0042,0.0010221265972327,3,1
STU_0014,INT_0088,0.0010199574080893,4,1
STU_0014,INT_0153,0.0010005805283486,5,1
STU_0015,INT_0104,0.0010465613753063,1,2
STU_0015,INT_0052,0.0010372257024153,2,2
STU_0015,INT_0188,0.001033839322626,3,2
STU_0015,INT_0068,0.0010253816192994,4,2
STU_0015,INT_0146,0.0010196950582165,5,1
STU_0016,INT_0052,0.0010427234322853,1,2
STU_0016,INT_0028,0.0010218981225137,2,0
STU_0016,INT_0006,0.0010203046933557,3,1
STU_0016,INT_0156,0.0010122556484316,4,1
STU_0016,INT_0195,0.0010103211816452,5,2
STU_0017,INT_0172,0.0010806389248992,1,0
STU_0017,INT_0001,0.0010604888512242,2,0
STU_0017,INT_0162,0.0010574041314328,3,0
STU_0017,INT_0141,0.0010545072802879,4,0
STU_0017,INT_0011,0.0010079066720506,5,0
STU_0018,INT_0129,0.0010480215445422,1,1
STU_0018,INT_0004,0.0010294202646755,2,0
STU_0018,INT_0097,0.0009998702215785,3,1
STU_0018,INT_0025,0.0009822302274109,4,0
STU_0018,INT_0154,0.0009722364086994,5,1
STU_0019,INT_0190,0.001001678608867,1,1
STU_0019,INT_0008,0.0009686411837636,2,2
STU_0019,INT_0148,0.0009580131248792,3,0
STU_0019,INT_0026,0.0009490665760717,4,1
STU_0019,INT_0093,0.0009403814127049,5,2
STU_0020,INT_0163,0.0010382930339991,1,1
STU_0020,INT_0129,0.0010363363412703,2,1
STU_0020,INT_0048,0.0010173220672347,3,1
STU_0020,INT_0010,0.0010158257034962,4,1
STU_0020,INT_0084,0.00101170168666,5,1
STU_0021,INT_0150,0.001014128699112,1,1
STU_0021,INT_0066,0.0010052154549138,2,1
STU_0021,INT_0126,0.0009963046193584,3,2
STU_0021,INT_0101,0.000993726867579,4,1
STU_0021,INT_0128,0.0009688739445367,5,2
STU_0022,INT_0109,0.0010349425987922,1,1
STU_0022,INT_0148,0.0010324064751811,2,2
STU_0022,INT_0007,0.0010314939060691,3,2
STU_0022,INT_0158,0.0010176009981673,4,1
STU_0022,INT_0037,0.0010063387504229,5,0
STU_0023,INT_0088,0.0010160188589311,1,1
STU_0023,INT_0178,0.0010095079741887,2,0
STU_0023,INT_0151,0.0010034076020001,3,1
STU_0023,INT_0105,0.0009985396873535,4,1
STU_0023,INT_0183,0.0009941290720706,5,0
STU_0024,INT_0059,0.001033774449958,1,1
STU_0024,INT_0150,0.0010335225980513,2,1
STU_0024,INT_0051,0.001027109944587,3,1
STU_0024,INT_0089,0.0010017166809438,4,1
STU_0024,INT_0186,0.0009941110924431,5,0
STU_0025,INT_0100,0.0010153616422036,1,2
STU_0025,INT_0056,0.0009944025550782,2,2
STU_0025,INT_0011,0.0009941970284204,3,2
STU_0025,INT_0180,0.000991303090534,4,2
STU_0025,INT_0173,0.00096984851511,5,0
STU_0026,INT_0171,0.0010346379424351,1,1
STU_0026,INT_0156,0.0010286048464091,2,0
STU_0026,INT_0025,0.0010279046435105,3,1
STU_0026,INT_0092,0.0010278529423731,4,1
STU_0026,INT_0085,0.0009762443223528,5,1
STU_0027,INT_0040,0.0010735190142044,1,0
STU_0027,INT_0139,0.0010574652587404,2,1
STU_0027,INT_0028,0.0010557582102644,3,0
STU_0027,INT_0138,0.0010383087444366,4,0
STU_0027,INT_0052,0.0010081532899658,5,0
STU_0028,INT_0067,0.0010253946533165,1,0
STU_0028,INT_0173,0.0010244585775657,2,0
STU_0028,INT_0079,0.0010178514502579,3,0
STU_0028,INT_0149,0.0009903904233331,4,0
STU_0028,INT_0161,0.0009603780948794,5,0
STU_0029,INT_0001,0.0010383256963982,1,1
STU_0029,INT_0052,0.001028426042367,2,2
STU_0029,INT_0114,0.0010136345060083,3,2
STU_0029,INT_0133,0.0009823972101863,4,1
STU_0029,INT_0064,0.0009592406659804,5,1
STU_0030,INT_0111,0.0010406999578751,1,0
STU_0030,INT_0007,0.0010371649367986,2,0
STU_0030,INT_0100,0.0010326378490816,3,0
STU_0030,INT_0077,0.0010140588993802,4,0
STU_0030,INT_0009,0.0010095848513402,5,0
STU_0031,INT_0086,0.0010373919717189,1,0
STU_0031,INT_0100,0.0010263662259343,2,1
STU_0031,INT_0180,0.0010183391063285,3,1
STU_0031,INT_0082,0.001013947262899,4,1
STU_0031,INT_0047,0.0010081032498204,5,2
STU_0032,INT_0190,0.0010540964301555,1,1
STU_0032,INT_0040,0.001032714767197,2,0
STU_0032,INT_0049,0.0010262849199088,3,2
STU_0032,INT_0059,0.0010189600655651,4,1
STU_0032,INT_0008,0.0010099925930376,5,2
STU_0033,INT_0048,0.0010153981911782,1,1
STU_0033,INT_0013,0.0010138654817204,2,1
STU_0033,INT_0005,0.0010126547032482,3,1
STU_0033,INT_0192,0.0010093200874857,4,1
STU_0033,INT_0002,0.0009919034970498,5,1
STU_0034,INT_0081,0.0009762045968723,1,1
STU_0034,INT_0054,0.0009740775553992,2,1
STU_0034,INT_0097,0.0009684362135155,3,1
STU_0034,INT_0132,0.0009679040469752,4,1
STU_0034,INT_0002,0.0009637282078535,5,1
STU_0035,INT_0104,0.0010064367416125,1,2
STU_0035,INT_0006,0.0010046814193646,2,1
STU_0035,INT_0044,0.0010034442849626,3,2
STU_0035,INT_0099,0.0009985820309018,4,1
STU_0035,INT_0068,0.0009859763212252,5,2
STU_0036,INT_0007,0.0010093136119458,1,2
STU_0036,INT_0036,0.0009968796510228,2,2
STU_0036,INT_0002,0.0009873008397305,3,1
STU_0036,INT_0009,0.0009775102686458,4,1
STU_0036,INT_0029,0.0009698041596453,5,0
STU_0037,INT_0002,0.0010203217102145,1,1
STU_0037,INT_0199,0.0010071349437163,2,1
STU_0037,INT_0018,0.001005544780159,3,2
STU_0037,INT_0052,0.001002156743566,4,0
STU_0037,INT_0005,0.0009981003842701,5,1
STU_0038,INT_0007,0.0010371830583191,1,0
STU_0038,INT_0190,0.0010339108108221,2,1
STU_0038,INT_0199,0.0010328657153939,3,1
STU_0038,INT_0008,0.0010167688333807,4,2
STU_0038,INT_0093,0.0009982055301602,5,2
STU_0039,INT_0169,0.0009894694854285,1,0
STU_0039,INT_0189,0.000980358464219,2,1
STU_0039,INT_0071,0.0009724113896951,3,1
STU_0039,INT_0144,0.0009696612938986,4,0
STU_0039,INT_0119,0.0009643300555295,5,0
STU_0040,INT_0110,0.0010149677488179,1,1
STU_0040,INT_0192,0.0010139257995775,2,1
STU_0040,INT_0179,0.001007467948452,3,1
STU_0040,INT_0008,0.0010009190028583,4,2
STU_0040,INT_0009,0.0009759506423334,5,1
STU_0041,INT_0168,0.0010349775397781,1,0
STU_0041,INT_0007,0.0010298167127263,2,1
STU_0041,INT_0091,0.0010061266931015,3,1
STU_0041,INT_0093,0.0009993077114367,4,2
STU_0041,INT_0155,0.0009905574336309,5,2
STU_0042,INT_0051,0.0010469899258491,1,1
STU_0042,INT_0152,0.0010315778317247,2,1
STU_0042,INT_0122,0.0010297879478381,3,1
STU_0042,INT_0087,0.0009844125669599,4,1
STU_0042,INT_0057,0.0009811408440322,5,0
STU_0043,INT_0175,0.0010367538451782,1,0
STU_0043,INT_0041,0.0010189079953043,2,1
STU_0043,INT_0066,0.001018458634041,3,1
STU_0043,INT_0062,0.0010174874447919,4,1
STU_0043,INT_0147,0.0010119611258561,5,1
STU_0044,INT_0012,0.001012657556146,1,1
STU_0044,INT_0035,0.0010092960151425,2,1
STU_0044,INT_0001,0.0010005168954197,3,0
STU_0044,INT_0176,0.0009801218138197,4,0
STU_0044,INT_0015,0.0009650975728481,5,0
STU_0045,INT_0152,0.001026871224212,1,1
STU_0045,INT_0078,0.0010229360064252,2,0
STU_0045,INT_0105,0.0010075391912832,3,1
STU_0045,INT_0015,0.0009746809948476,4,1
STU_0045,INT_0011,0.0009665980135161,5,1
STU_0046,INT_0001,0.0010089749513911,1,1
STU_0046,INT_0005,0.0009823421734535,2,1
STU_0046,INT_0020,0.0009787916164006,3,1
STU_0046,INT_0018,0.0009779726760787,4,1
STU_0046,INT_0073,0.0009670099821316,5,0
STU_0047,INT_0138,0.0010335760520444,1,1
STU_0047,INT_0006,0.0010017956952145,2,1
STU_0047,INT_0120,0.0009952021892859,3,1
STU_0047,INT_0173,0.0009825827879638,4,0
STU_0047,INT_0044,0.0009745183247998,5,1
STU_0048,INT_0191,0.0010429109170142,1,1
STU_0048,INT_0146,0.0010376691685767,2,2
STU_0048,INT_0006,0.0010115092661907,3,2
STU_0048,INT_0068,0.0010094610772171,4,2
STU_0048,INT_0133,0.0009818654328737,5,1
STU_0049,INT_0001,0.0010349187761786,1,1
STU_0049,INT_0146,0.0010318638131689,2,1
STU_0049,INT_0145,0.0010297944539868,3,0
STU_0049,INT_0030,0.0010084736801847,4,0
STU_0049,INT_0015,0.0009990727328829,5,1
STU_0050,INT_0053,0.0010464431854906,1,1
STU_0050,INT_0036,0.0010347750870853,2,1
STU_0050,INT_0004,0.0010278313491382,3,1
STU_0050,INT_0018,0.0010181135707136,4,1
STU_0050,INT_0005,0.0010121802651025,5,1
STU_0051,INT_0004,0.0010372690974362,1,1
STU_0051,INT_0063,0.0010359740833259,2,1
STU_0051,INT_0116,0.0010291301123404,3,2
STU_0051,INT_0005,0.0010264920000064,4,2
STU_0051,INT_0193,0.0010137424583917,5,1
STU_0052,INT_0034,0.0010272247523949,1,1
STU_0052,INT_0189,0.0010135148386883,2,1
STU_0052,INT_0154,0.0010029345350141,3,2
STU_0052,INT_0180,0.0009948262694604,4,2
STU_0052,INT_0155,0.0009636861593545,5,2
STU_0053,INT_0004,0.0010278348541441,1,1
STU_0053,INT_0126,0.0010205236237656,2,2
STU_0053,INT_0089,0.0010186880848383,3,2
STU_0053,INT_0140,0.0010176915596549,4,1
STU_0053,INT_0005,0.0010111935330251,5,1
STU_0054,INT_0016,0.0010476070886364,1,1
STU_0054,INT_0047,0.0010443633193043,2,1
STU_0054,INT_0185,0.0010428109021881,3,1
STU_0054,INT_0006,0.0010381144603829,4,1
STU_0054,INT_0021,0.0010253168842115,5,2
STU_0055,INT_0013,0.001019284866511,1,2
STU_0055,INT_0048,0.0010191121012605,2,2
STU_0055,INT_0005,0.0010144280273982,3,1
STU_0055,INT_0002,0.0010014758555582,4,1
STU_0055,INT_0130,0.0009922971938353,5,0
STU_0056,INT_0053,0.001011888061016,1,1
STU_0056,INT_0066,0.0010113018153994,2,2
STU_0056,INT_0154,0.0010064493322124,3,2
STU_0056,INT_0180,0.0009961646596441,4,2
STU_0056,INT_0133,0.0009684283773696,5,1
STU_0057,INT_0198,0.0010051161243026,1,0
STU_0057,INT_0019,0.0010049891889203,2,1
STU_0057,INT_0188,0.0009962856381679,3,1
STU_0057,INT_0059,0.0009872689807023,4,1
STU_0057,INT_0005,0.0009719512730922,5,1
STU_0058,INT_0069,0.0010109145443391,1,1
STU_0058,INT_0147,0.0009984369262243,2,1
STU_0058,INT_0045,0.0009610937795539,3,1
STU_0058,INT_0128,0.0009597871426855,4,1
STU_0058,INT_0161,0.0009583741785706,5,0
STU_0059,INT_0004,0.0010356301440454,1,0
STU_0059,INT_0106,0.001016037793757,2,0
STU_0059,INT_0005,0.0010067090241213,3,0
STU_0059,INT_0049,0.000992515829875,4,0
STU_0059,INT_0077,0.0009666689345466,5,0
STU_0060,INT_0086,0.001066709173324,1,1
STU_0060,INT_0053,0.0010507192704686,2,1
STU_0060,INT_0056,0.0010363333125071,3,1
STU_0060,INT_0088,0.001036021346798,4,1
STU_0060,INT_0180,0.0010343184851868,5,1
STU_0061,INT_0139,0.0010376762749528,1,1
STU_0061,INT_0185,0.0010253918008541,2,1
STU_0061,INT_0166,0.0010130918535307,3,2
STU_0061,INT_0044,0.0010106309954115,4,2
STU_0061,INT_0173,0.0009907468553219,5,0
STU_0062,INT_0023,0.0010450658580663,1,1
STU_0062,INT_0072,0.0009999475662434,2,2
STU_0062,INT_0137,0.0009942950076338,3,1
STU_0062,INT_0186,0.000993615351463,4,0
STU_0062,INT_0084,0.0009876857464754,5,1
STU_0063,INT_0047,0.0010176671042106,1,2
STU_0063,INT_0044,0.0010163644830043,2,2
STU_0063,INT_0099,0.0010078012883706,3,2
STU_0063,INT_0045,0.0010065690518558,4,1
STU_0063,INT_0194,0.0009850665707296,5,1
STU_0064,INT_0012,0.0010137031035185,1,1
STU_0064,INT_0007,0.0010008897139535,2,1
STU_0064,INT_0008,0.0009867038243612,3,1
STU_0064,INT_0104,0.0009778906555406,4,2
STU_0064,INT_0013,0.0009621551811208,5,1
STU_0065,INT_0104,0.0010399307526448,1,2
STU_0065,INT_0044,0.001029642488324,2,2
STU_0065,INT_0098,0.0010168711716783,3,1
STU_0065,INT_0068,0.0010157388574907,4,2
STU_0065,INT_0145,0.0010068694233634,5,0
STU_0066,INT_0104,0.0010258601134307,1,2
STU_0066,INT_0006,0.0010114184854044,2,2
STU_0066,INT_0068,0.000997048392329,3,3
STU_0066,INT_0065,0.0009965228925946,4,2
STU_0066,INT_0093,0.0009834280668203,5,3
STU_0067,INT_0195,0.0010445968394486,1,1
STU_0067,INT_0003,0.0010343925161532,2,0
STU_0067,INT_0148,0.0010282258567912,3,0
STU_0067,INT_0155,0.0010070386839545,4,1
STU_0067,INT_0010,0.0010068987418257,5,1
STU_0068,INT_0129,0.0010364120018828,1,2
STU_0068,INT_0113,0.0010138190919947,2,2
STU_0068,INT_0010,0.0010014038412797,3,1
STU_0068,INT_0084,0.0009968891990945,4,2
STU_0068,INT_0011,0.000972506744305,5,2
STU_0069,INT_0051,0.0010410952365653,1,1
STU_0069,INT_0033,0.00104001265422,2,1
STU_0069,INT_0089,0.0010214496955504,3,1
STU_0069,INT_0108,0.0010199580161504,4,1
STU_0069,INT_0128,0.0009809517210133,5,1
STU_0070,INT_0163,0.00099560640246,1,0
STU_0070,INT_0106,0.0009849381311498,2,2
STU_0070,INT_0022,0.0009742611519294,3,0
STU_0070,INT_0075,0.000966387093669,4,2
STU_0070,INT_0133,0.0009571909306143,5,1
STU_0071,INT_0171,0.0010068235322351,1,2
STU_0071,INT_0059,0.0009914427327872,2,2
STU_0071,INT_0162,0.000984664254598,3,2
STU_0071,INT_0119,0.0009668469972023,4,0
STU_0071,INT_0181,0.0009299031342834,5,1
STU_0072,INT_0007,0.0010242298220874,1,1
STU_0072,INT_0196,0.0010134603073179,2,1
STU_0072,INT_0076,0.0010037085975314,3,0
STU_0072,INT_0079,0.0009849250118148,4,0
STU_0072,INT_0064,0.0009833679072562,5,0
STU_0073,INT_0034,0.0010402271140395,1,0
STU_0073,INT_0169,0.0010365031536439,2,2
STU_0073,INT_0071,0.001024713106085,3,2
STU_0073,INT_0156,0.0009999056164851,4,0
STU_0073,INT_0137,0.0009858125250877,5,1
STU_0074,INT_0129,0.0010345271546743,1,2
STU_0074,INT_0170,0.0010253558917622,2,1
STU_0074,INT_0005,0.001007768607007,3,1
STU_0074,INT_0071,0.0010072687020886,4,1
STU_0074,INT_0044,0.0009734144901039,5,1
STU_0075,INT_0125,0.0010346375575833,1,1
STU_0075,INT_0092,0.0010336594962377,2,1
STU_0075,INT_0007,0.001027284988301,3,1
STU_0075,INT_0169,0.0010226353425897,4,1
STU_0075,INT_0071,0.001019265256876,5,1
STU_0076,INT_0052,0.0010542977564336,1,1
STU_0076,INT_0146,0.0010481518066311,2,2
STU_0076,INT_0041,0.0010397846871294,3,2
STU_0076,INT_0088,0.0010390933581514,4,2
STU_0076,INT_0133,0.001026745705547,5,1
STU_0077,INT_0008,0.0009862376385375,1,1
STU_0077,INT_0002,0.0009820804216678,2,0
STU_0077,INT_0148,0.0009810235939756,3,0
STU_0077,INT_0037,0.0009700629566187,4,0
STU_0077,INT_0062,0.0009593422119157,5,0
STU_0078,INT_0053,0.0010590737124739,1,2
STU_0078,INT_0141,0.0010576928232862,2,2
STU_0078,INT_0181,0.0010342136091133,3,0
STU_0078,INT_0025,0.0010331221591868,4,2
STU_0078,INT_0085,0.0010074975199139,5,1
STU_0079,INT_0007,0.0010418035133293,1,1
STU_0079,INT_0003,0.0010372725553851,2,1
STU_0079,INT_0008,0.0010323256911162,3,2
STU_0079,INT_0035,0.0010298532984129,4,1
STU_0079,INT_0009,0.0010263875444354,5,1
STU_0080,INT_0028,0.0010771404622299,1,0
STU_0080,INT_0086,0.00106888741282,2,1
STU_0080,INT_0146,0.0010688435365517,3,1
STU_0080,INT_0119,0.0010609958912538,4,1
STU_0080,INT_0044,0.0010387134613272,5,0
STU_0081,INT_0133,0.0010292523245516,1,1
STU_0081,INT_0126,0.0010269099930962,2,2
STU_0081,INT_0195,0.0010251321355291,3,2
STU_0081,INT_0051,0.0010099684586592,4,1
STU_0081,INT_0035,0.0009798642498842,5,1
STU_0082,INT_0200,0.0010434469537233,1,1
STU_0082,INT_0157,0.0010095797989247,2,2
STU_0082,INT_0111,0.0010020487907253,3,0
STU_0082,INT_0147,0.0009984166450896,4,2
STU_0082,INT_0138,0.0009738040401399,5,1
STU_0083,INT_0135,0.0010377114647546,1,1
STU_0083,INT_0182,0.0010354084101288,2,1
STU_0083,INT_0124,0.0010248092462705,3,1
STU_0083,INT_0190,0.0010197773225667,4,0
STU_0083,INT_0009,0.0010065707985501,5,1
STU_0084,INT_0046,0.0010300348863899,1,1
STU_0084,INT_0043,0.00100906138283,2,0
STU_0084,INT_0122,0.000994369112499,3,1
STU_0084,INT_0175,0.00097325483857,4,1
STU_0084,INT_0062,0.0009689251882553,5,1
STU_0085,INT_0086,0.001009171321351,1,1
STU_0085,INT_0154,0.0009969105967536,2,2
STU_0085,INT_0087,0.0009747761738427,3,2
STU_0085,INT_0153,0.0009747733304628,4,1
STU_0085,INT_0104,0.000969046441712,5,2
STU_0086,INT_0192,0.0010150806401612,1,1
STU_0086,INT_0113,0.0010144429939519,2,1
STU_0086,INT_0127,0.0010094286041032,3,0
STU_0086,INT_0002,0.0010014912600203,4,1
STU_0086,INT_0005,0.0009994209643572,5,1
STU_0087,INT_0172,0.0010127151015854,1,1
STU_0087,INT_0007,0.0009951745134811,2,1
STU_0087,INT_0012,0.0009938495475133,3,1
STU_0087,INT_0008,0.0009902684294578,4,0
STU_0087,INT_0133,0.0009490188744622,5,1
STU_0088,INT_0053,0.0010009269120522,1,1
STU_0088,INT_0066,0.0009978702192821,2,1
STU_0088,INT_0079,0.0009948985440446,3,1
STU_0088,INT_0011,0.0009883416787527,4,1
STU_0088,INT_0017,0.0009687060396299,5,1
STU_0089,INT_0054,0.0010133485694131,1,1
STU_0089,INT_0084,0.0010116480206598,2,1
STU_0089,INT_0097,0.0009925239835059,3,2
STU_0089,INT_0138,0.0009777335289448,4,1
STU_0089,INT_0045,0.000965105528165,5,1
STU_0090,INT_0188,0.0010241382819987,1,1
STU_0090,INT_0025,0.0010124027712606,2,2
STU_0090,INT_0153,0.0010068254314361,3,1
STU_0090,INT_0087,0.0010015856804567,4,2
STU_0090,INT_0019,0.0009929488975027,5,1
STU_0091,INT_0063,0.0010384170309577,1,1
STU_0091,INT_0138,0.0010267883375446,2,1
STU_0091,INT_0004,0.0010238050794824,3,1
STU_0091,INT_0006,0.0010192435418854,4,1
STU_0091,INT_0064,0.0009927141902026,5,1
STU_0092,INT_0004,0.0010118517555908,1,1
STU_0092,INT_0116,0.0009940999037991,2,2
STU_0092,INT_0018,0.0009783828277218,3,2
STU_0092,INT_0193,0.0009751857835422,4,1
STU_0092,INT_0005,0.0009716629930755,5,2
STU_0093,INT_0012,0.0010487471878738,1,1
STU_0093,INT_0004,0.0010333207187753,2,1
STU_0093,INT_0145,0.0010013764169421,3,0
STU_0093,INT_0116,0.0010013500827086,4,1
STU_0093,INT_0155,0.0009693950585884,5,1
STU_0094,INT_0004,0.0010350906955663,1,0
STU_0094,INT_0002,0.0010315391917523,2,1
STU_0094,INT_0192,0.0010244475834842,3,1
STU_0094,INT_0008,0.0010241992939052,4,1
STU_0094,INT_0009,0.0010188193065765,5,1
STU_0095,INT_0172,0.0010471437705144,1,1
STU_0095,INT_0193,0.0010315352738496,2,1
STU_0095,INT_0069,0.0010192787150778,3,0
STU_0095,INT_0020,0.0010113239831757,4,1
STU_0095,INT_0094,0.0009829777274502,5,1
STU_0096,INT_0008,0.0010057669267804,1,2
STU_0096,INT_0055,0.0010029479921153,2,0
STU_0096,INT_0026,0.0009697103884492,3,0
STU_0096,INT_0148,0.0009675622468179,4,1
STU_0096,INT_0128,0.000961981076443,5,2
STU_0097,INT_0032,0.0010204972943947,1,1
STU_0097,INT_0062,0.0010016248697453,2,1
STU_0097,INT_0052,0.0009944618293042,3,2
STU_0097,INT_0011,0.0009769741340713,4,2
STU_0097,INT_0195,0.0009762240101867,5,2
STU_0098,INT_0069,0.00099405640564,1,1
STU_0098,INT_0045,0.0009927315933785,2,1
STU_0098,INT_0125,0.0009883469411673,3,2
STU_0098,INT_0044,0.0009776751088572,4,2
STU_0098,INT_0168,0.0009762645224545,5,1
STU_0099,INT_0048,0.0009976837638124,1,2
STU_0099,INT_0163,0.0009957528825501,2,1
STU_0099,INT_0013,0.0009935142640657,3,2
STU_0099,INT_0132,0.0009797475875904,4,1
STU_0099,INT_0002,0.0009718678779366,5,1
STU_0100,INT_0047,0.0010340585856939,1,2
STU_0100,INT_0139,0.0010198302871927,2,0
STU_0100,INT_0099,0.0010076711044519,3,2
STU_0100,INT_0062,0.0009982275948499,4,0
STU_0100,INT_0194,0.0009928945388859,5,0
STU_0101,INT_0139,0.0010527412871168,1,1
STU_0101,INT_0040,0.0010394946995118,2,0
STU_0101,INT_0049,0.0010190806009494,3,1
STU_0101,INT_0076,0.0010076931500126,4,0
STU_0101,INT_0185,0.0010051657611246,5,1
STU_0102,INT_0004,0.0010131302240201,1,1
STU_0102,INT_0106,0.0009946115224715,2,2
STU_0102,INT_0084,0.0009891837252586,3,2
STU_0102,INT_0154,0.0009721096749902,4,2
STU_0102,INT_0133,0.00095343320766,5,1
STU_0103,INT_0168,0.0010341974492228,1,0
STU_0103,INT_0008,0.0010182912147369,2,1
STU_0103,INT_0125,0.0010129599035718,3,0
STU_0103,INT_0085,0.0009992047939097,4,0
STU_0103,INT_0011,0.0009886289398836,5,0
STU_0104,INT_0146,0.0010173184197379,1,1
STU_0104,INT_0041,0.0010146502668217,2,1
STU_0104,INT_0069,0.0010028920486044,3,0
STU_0104,INT_0133,0.0009947387478673,4,1
STU_0104,INT_0005,0.000986812057478,5,1
STU_0105,INT_0033,0.0010114760292389,1,2
STU_0105,INT_0170,0.0010111789899324,2,2
STU_0105,INT_0017,0.0009974573460418,3,1
STU_0105,INT_0195,0.0009954782440212,4,2
STU_0105,INT_0126,0.0009947048296961,5,3
STU_0106,INT_0129,0.0010372261360581,1,2
STU_0106,INT_0031,0.0010304082186656,2,1
STU_0106,INT_0135,0.0010299670618625,3,2
STU_0106,INT_0136,0.0010245384788299,4,1
STU_0106,INT_0008,0.0010022476813466,5,2
STU_0107,INT_0148,0.0009781399890104,1,0
STU_0107,INT_0093,0.0009724173063455,2,1
STU_0107,INT_0155,0.0009601073764676,3,1
STU_0107,INT_0022,0.0009572991801989,4,1
STU_0107,INT_0131,0.0009437051165923,5,0
STU_0108,INT_0012,0.0010306989352725,1,1
STU_0108,INT_0007,0.0010174948884453,2,1
STU_0108,INT_0035,0.0010144859228765,3,2
STU_0108,INT_0188,0.0009957435571994,4,1
STU_0108,INT_0133,0.0009733577129646,5,1
STU_0109,INT_0043,0.0010475809166147,1,1
STU_0109,INT_0200,0.001033627994825,2,1
STU_0109,INT_0005,0.0010195050469185,3,1
STU_0109,INT_0147,0.0010017289117789,4,1
STU_0109,INT_0175,0.0009899320027594,5,0
STU_0110,INT_0006,0.0010131822832607,1,1
STU_0110,INT_0005,0.0010087368751527,2,1
STU_0110,INT_0018,0.0010026294052633,3,1
STU_0110,INT_0099,0.0009992073204193,4,2
STU_0110,INT_0083,0.0009975250395662,5,0
STU_0111,INT_0006,0.0009843734109147,1,1
STU_0111,INT_0052,0.0009749148950942,2,2
STU_0111,INT_0091,0.0009702006266061,3,1
STU_0111,INT_0009,0.0009663802165683,4,1
STU_0111,INT_0156,0.0009469617295468,5,1
STU_0112,INT_0198,0.0010258494931644,1,1
STU_0112,INT_0071,0.0010090872311707,2,2
STU_0112,INT_0158,0.0009861328435756,3,1
STU_0112,INT_0085,0.0009843063549765,4,2
STU_0112,INT_0022,0.0009778445085553,5,1
