student_id,internship_id,rank,hybrid_v2,success_prob,combined_score,title,company,domain,location,stipend,actual_success
STU_0005,INT_0007,2,0.4703212937186085,0.0010453736362010934,0.32953851769388626,internship 7,company 7,ai/ml,bangalore,25000,0.0
STU_0005,INT_0114,3,0.4623991064962281,0.0010790833471473432,0.32400309955150386,internship 114,company 114,ai/ml,pune,15000,0.0
STU_0005,INT_0196,4,0.4610888725978432,0.0010355133174451616,0.32307286481372377,internship 196,company 196,ai/ml,mumbai,10000,0.0
STU_0005,INT_0008,5,0.4473637050613699,0.00104400916457834,0.31346779629233246,internship 8,company 8,ai/ml,hyderabad,0,0.0
STU_0006,INT_0022,1,0.5018250887852908,0.001001150241720207,0.3515779072222196,internship 22,company 22,mobile apps,pune,10000,0.0
STU_0006,INT_0144,2,0.4711828060941423,0.0009960565346984421,0.3301267812263091,internship 144,company 144,web development,bangalore,30000,0.0
STU_0006,INT_0004,3,0.4502523739745353,0.001032115696470694,0.31548629649111587,internship 4,company 4,mobile apps,delhi,15000,0.0
STU_0006,INT_0137,4,0.4378826424100678,0.0010352451813619905,0.30682842324145604,internship 137,company 137,web development,delhi,20000,0.0
STU_0006,INT_0052,5,0.4323589049076115,0.0010338476597916597,0.30296138773326553,internship 52,company 52,web development,pune,10000,0.0
STU_0007,INT_0146,1,0.4757879517050726,0.0010114924752152345,0.3333550139361154,internship 146,company 146,web development,bangalore,10000,0.0
STU_0007,INT_0145,2,0.4654624617753652,0.0010145213715236333,0.3261280796542127,internship 145,company 145,web development,mumbai,15000,0.0
STU_0007,INT_0016,3,0.4613455378203711,0.0010161599639013465,0.32324672446343017,internship 16,company 16,software development,mumbai,15000,0.0
STU_0007,INT_0067,4,0.4037645460969927,0.0010166563712121028,0.2829401791792585,internship 67,company 67,software development,mumbai,15000,0.0
STU_0007,INT_0105,5,0.3891280695933788,0.001014409687660221,0.2726939716216632,internship 105,company 105,data science,mumbai,0,0.0
STU_0008,INT_0043,1,0.540376630263514,0.0009989946318372722,0.37856333957401095,internship 43,company 43,web development,delhi,15000,0.0
STU_0008,INT_0001,2,0.5247218095991428,0.000994827417947141,0.3676037149447841,internship 1,company 1,web development,pune,30000,0.0
STU_0008,INT_0200,3,0.521270116095589,0.0009888245675116955,0.36518572863716586,internship 200,company 200,web development,delhi,25000,0.0
STU_0008,INT_0020,4,0.4869653898868512,0.0009959718309854543,0.3411745644700914,internship 20,company 20,web development,pune,20000,0.0
STU_0008,INT_0147,5,0.4777606740866726,0.0009736399140040249,0.33472456383487204,internship 147,company 147,web development,hyderabad,20000,0.0
STU_0009,INT_0069,1,0.4824263351892047,0.0010252508253880404,0.3380060098800597,internship 69,company 69,web development,pune,15000,0.0
STU_0009,INT_0126,2,0.4276737792465525,0.0010385051225209625,0.299683197009343,internship 126,company 126,web development,bangalore,25000,0.0
STU_0009,INT_0007,3,0.4221062313254337,0.001042602310743609,0.2957871426210267,internship 7,company 7,ai/ml,bangalore,25000,0.0
STU_0009,INT_0070,4,0.4128123791744771,0.0010268206707298598,0.2892767116233529,internship 70,company 70,web development,bangalore,20000,0.0
STU_0009,INT_0089,5,0.3925297905138718,0.0010365092785578967,0.2750818061432776,internship 89,company 89,web development,bangalore,10000,0.0
STU_0010,INT_0023,1,0.5146166243883008,0.0010035271634995376,0.3605326952208604,internship 23,company 23,web development,delhi,30000,0.0
STU_0010,INT_0191,2,0.481251635712454,0.0010219329304972467,0.33718272487786694,internship 191,company 191,software development,delhi,0,0.0
STU_0010,INT_0138,3,0.4273762657816258,0.001019936191488776,0.2994693669045847,internship 138,company 138,software development,pune,25000,0.0
STU_0010,INT_0104,4,0.4198127436559126,0.0010214459940924862,0.2941753543573665,internship 104,company 104,software development,mumbai,15000,0.0
STU_0010,INT_0066,5,0.4036061607702332,0.0010199654110191298,0.28283030216246896,internship 66,company 66,web development,hyderabad,25000,0.0
STU_0011,INT_0035,1,0.5288249426602724,0.0010064058303321446,0.3704793816112903,internship 35,company 35,ai/ml,delhi,20000,0.0
STU_0011,INT_0004,2,0.5243396589616961,0.0010587421727410687,0.3673553839250096,internship 4,company 4,mobile apps,delhi,15000,0.0
STU_0011,INT_0047,3,0.4142186146884427,0.0010521135155901107,0.2902686643365869,internship 47,company 47,software development,delhi,25000,0.0
STU_0011,INT_0083,4,0.4097351697520705,0.0010641483427237836,0.2871338633292665,internship 83,company 83,mobile apps,delhi,20000,0.0
STU_0011,INT_0072,5,0.4051714992821366,0.00104443384584711,0.2839333796512497,internship 72,company 72,mobile apps,delhi,20000,0.0
STU_0012,INT_0009,1,0.6343262766328308,0.0009719654925541295,0.4443199832907478,internship 9,company 9,ai/ml,mumbai,25000,0.0
STU_0012,INT_0137,2,0.5736932622284273,0.000987910839985857,0.40188165681189486,internship 137,company 137,web development,delhi,20000,0.0
STU_0012,INT_0052,3,0.5565533584663415,0.0010155001363616062,0.38989200096734744,internship 52,company 52,web development,pune,10000,0.0
STU_0012,INT_0029,4,0.5517826151874703,0.0009981196567424957,0.38654726652825194,internship 29,company 29,web development,mumbai,15000,0.0
STU_0012,INT_0101,5,0.5443024930959606,0.0009804888316468161,0.38130589181666646,internship 101,company 101,web development,hyderabad,30000,0.0
STU_0013,INT_0043,1,0.4523624801902031,0.001055219947593255,0.3169703021174201,internship 43,company 43,web development,delhi,15000,0.0
STU_0013,INT_0200,2,0.4330002848024795,0.001044154768970874,0.30341344579242685,internship 200,company 200,web development,delhi,25000,0.0
STU_0013,INT_0001,3,0.4226093561424517,0.0010640163025517405,0.2961457541904817,internship 1,company 1,web development,pune,30000,0.0
STU_0013,INT_0089,4,0.4124498010605892,0.0010419965210334056,0.28902745969872246,internship 89,company 89,web development,bangalore,10000,0.0
STU_0013,INT_0146,5,0.4007571482390601,0.001060667393184395,0.28084820398529736,internship 146,company 146,web development,bangalore,10000,0.0
STU_0014,INT_0088,1,0.521139320424334,0.0010199574080893726,0.3651035115194606,internship 88,company 88,data science,mumbai,0,0.0
STU_0014,INT_0153,2,0.5164294283650149,0.0010005805283486982,0.361800774014015,internship 153,company 153,data science,chennai,0,0.0
STU_0014,INT_0102,3,0.500225636093677,0.001044145346929411,0.3504711888696527,internship 102,company 102,data science,pune,0,0.0
STU_0014,INT_0042,4,0.4899503976291443,0.0010221265972327617,0.3432719163195708,internship 42,company 42,data science,hyderabad,15000,0.0
STU_0014,INT_0086,5,0.4885729092302743,0.00103306251982393,0.34231095521713917,internship 86,company 86,data science,delhi,30000,0.0
STU_0015,INT_0052,1,0.4760226040992226,0.0010372257024153216,0.33352699058018037,internship 52,company 52,web development,pune,10000,0.0
STU_0015,INT_0188,2,0.461377821246079,0.001033839322626004,0.32327462666904305,internship 188,company 188,data science,pune,15000,0.0
STU_0015,INT_0146,3,0.4569924260825278,0.0010196950582165916,0.32020060677523443,internship 146,company 146,web development,bangalore,10000,0.0
STU_0015,INT_0068,4,0.4413827896480989,0.0010253816192994573,0.3092755672394591,internship 68,company 68,software development,mumbai,25000,0.0
STU_0015,INT_0104,5,0.4322230856222789,0.001046561375306394,0.3028701283481871,internship 104,company 104,software development,mumbai,15000,0.0
STU_0016,INT_0156,1,0.5855802903016982,0.0010122556484316097,0.4102098799057182,internship 156,company 156,data science,delhi,20000,0.0
STU_0016,INT_0028,2,0.5216818956309521,0.0010218981225137817,0.3654838963784206,internship 28,company 28,software development,pune,25000,0.0
STU_0016,INT_0195,3,0.4950918003891538,0.001010321181645279,0.3468673566269012,internship 195,company 195,web development,chennai,15000,0.0
STU_0016,INT_0006,4,0.4935825066729677,0.001020304693355782,0.3458138460790841,internship 6,company 6,software development,bangalore,30000,0.0
STU_0016,INT_0052,5,0.492198951451414,0.0010427234322853553,0.3448520830456754,internship 52,company 52,web development,pune,10000,0.0
STU_0017,INT_0011,1,0.5488303520061983,0.0010079066720506038,0.384483618405954,internship 11,company 11,web development,mumbai,30000,0.0
STU_0017,INT_0172,2,0.4962933356606439,0.0010806389248992447,0.34772952663992046,internship 172,company 172,data science,pune,15000,0.0
STU_0017,INT_0001,3,0.4884801588093329,0.0010604888512242264,0.3422542578219003,internship 1,company 1,web development,pune,30000,0.0
STU_0017,INT_0162,4,0.4683811829211303,0.0010574041314328352,0.328184049284221,internship 162,company 162,data science,pune,30000,0.0
STU_0017,INT_0141,5,0.4634745678239068,0.0010545072802879433,0.3247485496608211,internship 141,company 141,data science,pune,25000,0.0
STU_0018,INT_0025,1,0.4910420432271092,0.0009822302274109435,0.3440240993271997,internship 25,company 25,data science,delhi,15000,0.0
STU_0018,INT_0129,2,0.4461097614349941,0.0010480215445422267,0.3125912394678585,internship 129,company 129,mobile apps,pune,0,0.0
STU_0018,INT_0097,3,0.4276669595275987,0.0009998702215785358,0.29966683273579264,internship 97,company 97,mobile apps,chennai,0,0.0
STU_0018,INT_0154,4,0.4244937485763168,0.0009722364086994561,0.29743729492603155,internship 154,company 154,data science,bangalore,10000,0.0
STU_0018,INT_0004,5,0.4220016273229335,0.0010294202646755036,0.29570996520545606,internship 4,company 4,mobile apps,delhi,15000,0.0
STU_0019,INT_0148,1,0.5250103139407678,0.0009580131248792817,0.36779462369600124,internship 148,company 148,ai/ml,chennai,25000,0.0
STU_0019,INT_0093,2,0.5106345828083036,0.0009403814127049392,0.35772632238962404,internship 93,company 93,ai/ml,chennai,20000,0.0
STU_0019,INT_0026,3,0.4961703291776155,0.0009490665760717515,0.34760395039715236,internship 26,company 26,ai/ml,chennai,20000,0.0
STU_0019,INT_0008,4,0.457931043962135,0.0009686411837636173,0.32084232312862354,internship 8,company 8,ai/ml,hyderabad,0,0.0
STU_0019,INT_0190,5,0.450891397519386,0.0010016786088670592,0.3159244818462303,internship 190,company 190,ai/ml,pune,15000,0.0
STU_0020,INT_0084,1,0.4978176421113615,0.0010117016866600995,0.34877585998395105,internship 84,company 84,mobile apps,hyderabad,25000,0.0
STU_0020,INT_0129,2,0.4420177205076269,0.0010363363412703617,0.3097233052577199,internship 129,company 129,mobile apps,pune,0,0.0
STU_0020,INT_0048,3,0.4272344160041046,0.001017322067234783,0.2993692878230436,internship 48,company 48,mobile apps,bangalore,15000,0.0
STU_0020,INT_0163,4,0.4207056062899483,0.0010382930339991015,0.29480541231316354,internship 163,company 163,mobile apps,pune,15000,0.0
STU_0020,INT_0010,5,0.3936751038391591,0.0010158257034962681,0.27587732039846025,internship 10,company 10,mobile apps,hyderabad,25000,0.0
STU_0021,INT_0101,1,0.5815165810348024,0.0009937268675790187,0.40735972478463534,internship 101,company 101,web development,hyderabad,30000,0.0
STU_0021,INT_0126,2,0.5739348812433351,0.0009963046193584462,0.4020533082561421,internship 126,company 126,web development,bangalore,25000,0.0
STU_0021,INT_0066,3,0.5636419319686935,0.0010052154549138404,0.39485091701455954,internship 66,company 66,web development,hyderabad,25000,0.0
STU_0021,INT_0128,4,0.5158041412277848,0.0009688739445367321,0.3613535610428104,internship 128,company 128,web development,chennai,20000,0.0
STU_0021,INT_0150,5,0.5048709524826165,0.0010141286991120302,0.35371390534756514,internship 150,company 150,web development,pune,25000,0.0
STU_0022,INT_0037,1,0.6217680175064155,0.0010063387504229456,0.43553951387961776,internship 37,company 37,ai/ml,delhi,20000,0.0
STU_0022,INT_0158,2,0.5799116326426014,0.0010176009981673,0.40624342314927114,internship 158,company 158,mobile apps,delhi,10000,0.0
STU_0022,INT_0007,3,0.577891954757924,0.0010314939060691493,0.40483381650236755,internship 7,company 7,ai/ml,bangalore,25000,0.0
STU_0022,INT_0109,4,0.4982334721028853,0.0010349425987922992,0.3490739132516574,internship 109,company 109,ai/ml,pune,25000,0.0
STU_0022,INT_0148,5,0.4949786211304805,0.0010324064751811627,0.3467947567338907,internship 148,company 148,ai/ml,chennai,25000,0.0
STU_0023,INT_0105,1,0.5651291507900705,0.000998539687353541,0.3958899674592554,internship 105,company 105,data science,mumbai,0,0.0
STU_0023,INT_0183,2,0.4635726734528824,0.00099412907207061,0.3247991101386388,internship 183,company 183,data science,hyderabad,0,0.0
STU_0023,INT_0151,3,0.4338439467188202,0.0010034076020001637,0.30399178498377416,internship 151,company 151,data science,mumbai,10000,0.0
STU_0023,INT_0178,4,0.4113213821248144,0.0010095079741887618,0.2882278198796267,internship 178,company 178,data science,mumbai,30000,0.0
STU_0023,INT_0088,5,0.410570827170191,0.001016018858931198,0.28770438467681303,internship 88,company 88,data science,mumbai,0,0.0
STU_0024,INT_0051,1,0.5181776317470095,0.0010271099445870926,0.36303247520628273,internship 51,company 51,web development,pune,20000,0.0
STU_0024,INT_0059,2,0.4787075783952564,0.0010337744499580642,0.33540543721166693,internship 59,company 59,web development,pune,25000,0.0
STU_0024,INT_0089,3,0.4565851250466071,0.0010017166809438282,0.31991010253690805,internship 89,company 89,web development,bangalore,10000,0.0
STU_0024,INT_0150,4,0.449662178466222,0.001033522598051378,0.31507358170577077,internship 150,company 150,web development,pune,25000,0.0
STU_0024,INT_0186,5,0.4488923543301119,0.0009941110924431868,0.31452288135881123,internship 186,company 186,web development,delhi,20000,0.0
STU_0025,INT_0056,1,0.5302137231423413,0.0009944025550782819,0.37144792696616236,internship 56,company 56,data science,mumbai,15000,0.0
STU_0025,INT_0180,2,0.5292519635695075,0.0009913030905340232,0.37077376542581547,internship 180,company 180,data science,mumbai,30000,0.0
STU_0025,INT_0100,3,0.5009532991945826,0.0010153616422036527,0.35097191792886895,internship 100,company 100,data science,delhi,15000,0.0
STU_0025,INT_0173,4,0.4817970274150299,0.0009698485151100503,0.33754887374505393,internship 173,company 173,software development,mumbai,15000,0.0
STU_0025,INT_0011,5,0.4687346798337379,0.0009941970284204175,0.3284125349921426,internship 11,company 11,web development,mumbai,30000,0.0
STU_0026,INT_0085,1,0.6374305102006017,0.0009762443223528988,0.446494230437127,internship 85,company 85,data science,chennai,25000,0.0
STU_0026,INT_0025,2,0.4965129165197837,0.0010279046435105177,0.3478674129569017,internship 25,company 25,data science,delhi,15000,0.0
STU_0026,INT_0092,3,0.490729464057704,0.0010278529423731126,0.34381898072310474,internship 92,company 92,data science,mumbai,15000,0.0
STU_0026,INT_0171,4,0.4791269357712079,0.001034637942435198,0.33569924642257604,internship 171,company 171,data science,delhi,25000,0.0
STU_0026,INT_0156,5,0.4353481536355406,0.0010286048464091624,0.30505228899880116,internship 156,company 156,data science,delhi,20000,0.0
STU_0027,INT_0052,1,0.5529747465895514,0.0010081532899658206,0.3873847685996757,internship 52,company 52,web development,pune,10000,0.0
STU_0027,INT_0028,2,0.5257605303113935,0.001055758210264415,0.3683490986810547,internship 28,company 28,software development,pune,25000,0.0
STU_0027,INT_0139,3,0.514247599867498,0.0010574652587404885,0.3602905594848707,internship 139,company 139,software development,pune,10000,0.0
STU_0027,INT_0040,4,0.4931154150115685,0.0010735190142044824,0.3455028462123593,internship 40,company 40,software development,pune,0,0.0
STU_0027,INT_0138,5,0.4702766332176896,0.0010383087444366798,0.32950513587571373,internship 138,company 138,software development,pune,25000,0.0
STU_0028,INT_0149,1,0.4763273453491221,0.0009903904233331674,0.33372625887138535,internship 149,company 149,software development,hyderabad,0,0.0
STU_0028,INT_0161,2,0.434930555894007,0.0009603780948794794,0.30473950255426874,internship 161,company 161,ai/ml,mumbai,20000,0.0
STU_0028,INT_0173,3,0.4065837089862121,0.0010244585775657153,0.2849159338636182,internship 173,company 173,software development,mumbai,15000,0.0
STU_0028,INT_0067,4,0.4042566828646258,0.001025394653316539,0.283287296401233,internship 67,company 67,software development,mumbai,15000,0.0
STU_0028,INT_0079,5,0.3954531922302479,0.001017851450257922,0.2771225899962509,internship 79,company 79,web development,mumbai,10000,0.0
STU_0029,INT_0133,1,0.4815632477815225,0.0009823972101863025,0.3373889926101216,internship 133,company 133,web development,bangalore,25000,0.0
STU_0029,INT_0114,2,0.4131051456741954,0.0010136345060083516,0.28947769232373927,internship 114,company 114,ai/ml,pune,15000,0.0
STU_0029,INT_0064,3,0.411901206399293,0.0009592406659804579,0.2886186166792992,internship 64,company 64,software development,bangalore,10000,0.0
STU_0029,INT_0052,4,0.3999344363443698,0.0010284260423670027,0.280262633253769,internship 52,company 52,web development,pune,10000,0.0
STU_0029,INT_0001,5,0.3790034424656356,0.0010383256963982111,0.2656139074348644,internship 1,company 1,web development,pune,30000,0.0
STU_0030,INT_0111,1,0.5052473139319381,0.0010406999578751713,0.3539853297397192,internship 111,company 111,data science,delhi,0,0.0
STU_0030,INT_0077,2,0.49703224155913,0.0010140588993802567,0.34822678676120505,internship 77,company 77,data science,delhi,20000,0.0
STU_0030,INT_0007,3,0.4889054043201855,0.001037164936798696,0.34254493250516943,internship 7,company 7,ai/ml,bangalore,25000,0.0
STU_0030,INT_0100,4,0.4878842720082624,0.001032637849081684,0.3418287817605082,internship 100,company 100,data science,delhi,15000,0.0
STU_0030,INT_0009,5,0.487046174048006,0.0010095848513402572,0.34123519728900625,internship 9,company 9,ai/ml,mumbai,25000,0.0
STU_0031,INT_0082,1,0.4699423500891339,0.001013947262899074,0.3292638292412634,internship 82,company 82,data science,delhi,20000,0.0
STU_0031,INT_0047,2,0.4682116491023634,0.0010081032498204616,0.32805058534660053,internship 47,company 47,software development,delhi,25000,0.0
STU_0031,INT_0086,3,0.4576141570787081,0.001037391971718993,0.32064112754661134,internship 86,company 86,data science,delhi,30000,0.0
STU_0031,INT_0100,4,0.4464070771436554,0.0010263662259343371,0.31279286386833904,internship 100,company 100,data science,delhi,15000,0.0
STU_0031,INT_0180,5,0.4423456024350263,0.0010183391063285517,0.30994742343641696,internship 180,company 180,data science,mumbai,30000,0.0
STU_0032,INT_0040,1,0.5672216799037358,0.001032714767197068,0.3973649903627742,internship 40,company 40,software development,pune,0,0.0
STU_0032,INT_0059,2,0.5594885373318091,0.001018960065565147,0.39194766415193594,internship 59,company 59,web development,pune,25000,0.0
STU_0032,INT_0008,3,0.5206782379901914,0.0010099925930376187,0.36477776437104525,internship 8,company 8,ai/ml,hyderabad,0,0.0
STU_0032,INT_0049,4,0.499901379755228,0.00102628491990881,0.3502388513046323,internship 49,company 49,software development,hyderabad,15000,0.0
STU_0032,INT_0190,5,0.4994520922848889,0.0010540964301555657,0.34993269352846884,internship 190,company 190,ai/ml,pune,15000,0.0
STU_0033,INT_0002,1,0.6707732946568685,0.0009919034970498244,0.4698388773089229,internship 2,company 2,mobile apps,chennai,15000,0.0
STU_0033,INT_0005,2,0.4526095460724851,0.0010126547032482185,0.317130478661714,internship 5,company 5,mobile apps,bangalore,30000,0.0
STU_0033,INT_0192,3,0.4233922693735609,0.0010093200874857482,0.29667738458773835,internship 192,company 192,mobile apps,hyderabad,30000,0.0
STU_0033,INT_0013,4,0.4011077712408604,0.0010138654817204763,0.2810795995131184,internship 13,company 13,mobile apps,bangalore,10000,0.0
STU_0033,INT_0048,5,0.3977250707363483,0.0010153981911782209,0.2787121689727972,internship 48,company 48,mobile apps,bangalore,15000,0.0
STU_0034,INT_0002,1,0.5678591948497551,0.0009637282078535115,0.3977905548571846,internship 2,company 2,mobile apps,chennai,15000,0.0
STU_0034,INT_0054,2,0.4717803039961624,0.0009740775553992886,0.3305384360639334,internship 54,company 54,mobile apps,chennai,30000,0.0
STU_0034,INT_0132,3,0.4705595886529274,0.0009679040469752893,0.32968208327114173,internship 132,company 132,mobile apps,chennai,0,0.0
STU_0034,INT_0097,4,0.4636065499993478,0.0009684362135155543,0.3248151158635981,internship 97,company 97,mobile apps,chennai,0,0.0
STU_0034,INT_0081,5,0.4584948256481114,0.0009762045968723605,0.3212392393327397,internship 81,company 81,mobile apps,chennai,15000,0.0
STU_0035,INT_0104,1,0.4926178786499592,0.001006436741612581,0.3451344460774552,internship 104,company 104,software development,mumbai,15000,0.0
STU_0035,INT_0068,2,0.4727951958208999,0.0009859763212252393,0.33125242997099746,internship 68,company 68,software development,mumbai,25000,0.0
STU_0035,INT_0044,3,0.4318047307918777,0.0010034442849626,0.30256434483980316,internship 44,company 44,software development,mumbai,25000,0.0
STU_0035,INT_0006,4,0.4290502223522013,0.0010046814193646284,0.3006365600723503,internship 6,company 6,software development,bangalore,30000,0.0
STU_0035,INT_0099,5,0.4263227028866984,0.0009985820309018707,0.2987254666299594,internship 99,company 99,software development,mumbai,30000,0.0
STU_0036,INT_0002,1,0.5681677047365997,0.0009873008397305778,0.39801358356753896,internship 2,company 2,mobile apps,chennai,15000,0.0
STU_0036,INT_0007,2,0.5428293888739922,0.0010093136119458145,0.3802833662953783,internship 7,company 7,ai/ml,bangalore,25000,0.0
STU_0036,INT_0029,3,0.5227536371718641,0.0009698041596453193,0.3662184872681984,internship 29,company 29,web development,mumbai,15000,0.0
STU_0036,INT_0009,4,0.4942767143437152,0.0009775102686458744,0.34628695312119434,internship 9,company 9,ai/ml,mumbai,25000,0.0
STU_0036,INT_0036,5,0.4848036600078464,0.0009968796510228166,0.33966162590079935,internship 36,company 36,mobile apps,mumbai,0,0.0
STU_0037,INT_0005,1,0.4873921655716359,0.000998100384270197,0.34147394601542613,internship 5,company 5,mobile apps,bangalore,30000,0.0
STU_0037,INT_0199,2,0.4453131749719469,0.001007134943716332,0.3120213629634777,internship 199,company 199,mobile apps,bangalore,10000,0.0
STU_0037,INT_0018,3,0.4128203827747854,0.001005544780159062,0.28927593137639745,internship 18,company 18,mobile apps,mumbai,10000,0.0
STU_0037,INT_0052,4,0.4086877108148716,0.0010021567435660312,0.28638204459347993,internship 52,company 52,web development,pune,10000,0.0
STU_0037,INT_0002,5,0.4064910920127331,0.0010203217102145443,0.2848498609219775,internship 2,company 2,mobile apps,chennai,15000,0.0
STU_0038,INT_0093,1,0.4439397934414567,0.0009982055301602597,0.3110573170680678,internship 93,company 93,ai/ml,chennai,20000,0.0
STU_0038,INT_0008,2,0.4373054994616095,0.0010167688333807864,0.3064188802731409,internship 8,company 8,ai/ml,hyderabad,0,0.0
STU_0038,INT_0190,3,0.4189832739883173,0.001033910810822183,0.29359846503506876,internship 190,company 190,ai/ml,pune,15000,0.0
STU_0038,INT_0007,4,0.3961728789282026,0.0010371830583191142,0.2776321701672375,internship 7,company 7,ai/ml,bangalore,25000,0.0
STU_0038,INT_0199,5,0.378620728204417,0.0010328657153939097,0.26534436945771006,internship 199,company 199,mobile apps,bangalore,10000,0.0
STU_0039,INT_0119,1,0.5719288142033784,0.0009643300555295125,0.4006394689590237,internship 119,company 119,data science,pune,25000,0.0
STU_0039,INT_0189,2,0.5034933369486989,0.0009803584642190917,0.35273944340335495,internship 189,company 189,data science,bangalore,20000,0.0
STU_0039,INT_0071,3,0.4633459200782646,0.0009724113896951067,0.3246338674716937,internship 71,company 71,data science,bangalore,25000,0.0
STU_0039,INT_0144,4,0.4381423022330157,0.0009696612938986255,0.3069905099512806,internship 144,company 144,web development,bangalore,30000,0.0
STU_0039,INT_0169,5,0.4257613435059396,0.0009894694854285164,0.2983297812997862,internship 169,company 169,data science,bangalore,10000,0.0
STU_0040,INT_0009,1,0.5757945300002434,0.0009759506423334888,0.40334895619287037,internship 9,company 9,ai/ml,mumbai,25000,0.0
STU_0040,INT_0008,2,0.5286925616248673,0.0010009190028583558,0.3703850688382646,internship 8,company 8,ai/ml,hyderabad,0,0.0
STU_0040,INT_0192,3,0.4247608124236963,0.0010139257995775582,0.29763674643646065,internship 192,company 192,mobile apps,hyderabad,30000,0.0
STU_0040,INT_0179,4,0.4084182657847418,0.0010074679484520183,0.2861950264338548,internship 179,company 179,mobile apps,hyderabad,10000,0.0
STU_0040,INT_0110,5,0.3955401820572124,0.0010149677488179864,0.2771826177646941,internship 110,company 110,ai/ml,hyderabad,0,0.0
STU_0041,INT_0155,1,0.5143172283462478,0.0009905574336309562,0.3603192270724627,internship 155,company 155,ai/ml,chennai,25000,0.0
STU_0041,INT_0091,2,0.4782134890694528,0.0010061266931015642,0.33505128035654747,internship 91,company 91,ai/ml,hyderabad,20000,0.0
STU_0041,INT_0007,3,0.4470501599319364,0.0010298167127263348,0.31324405696617336,internship 7,company 7,ai/ml,bangalore,25000,0.0
STU_0041,INT_0093,4,0.4467169737933143,0.0009993077114367245,0.313001673968751,internship 93,company 93,ai/ml,chennai,20000,0.0
STU_0041,INT_0168,5,0.4198372146042191,0.001034977539778186,0.2941965434848868,internship 168,company 168,ai/ml,hyderabad,15000,0.0
STU_0042,INT_0087,1,0.5469091150475346,0.0009844125669599127,0.38313170430336213,internship 87,company 87,data science,chennai,30000,0.0
STU_0042,INT_0057,2,0.5352966754979224,0.000981140844032219,0.3750020151017553,internship 57,company 57,web development,hyderabad,20000,0.0
STU_0042,INT_0051,3,0.5319003071560173,0.0010469899258491067,0.37264431198696685,internship 51,company 51,web development,pune,20000,0.0
STU_0042,INT_0152,4,0.5132453795143346,0.0010315778317247606,0.3595812390095516,internship 152,company 152,data science,pune,25000,0.0
STU_0042,INT_0122,5,0.510823467957686,0.0010297879478381117,0.3578853639547316,internship 122,company 122,web development,pune,25000,0.0
