student_id,internship_id,rank,content_score,hybrid_score,title,company,domain,location,stipend,degree_match,level_match,location_match
STU_0016,INT_0195,1,0.4329419705144223,0.5732392361702674,internship 195,company 195,web development,chennai,15000,0.7,0.8,1.0
STU_0016,INT_0068,2,0.37364765255171967,0.5055356306192539,internship 68,company 68,software development,mumbai,25000,1.0,1.0,0.3
STU_0016,INT_0011,3,0.4329419705144221,0.5037368730899225,internship 11,company 11,web development,mumbai,30000,0.7,1.0,0.3
STU_0016,INT_0006,4,0.3539094729051243,0.48947628588151465,internship 6,company 6,software development,bangalore,30000,1.0,1.0,0.3
STU_0016,INT_0104,5,0.384326255472829,0.48642299244977383,internship 104,company 104,software development,mumbai,15000,1.0,0.8,0.3
STU_0017,INT_0119,1,0.2542449928909026,0.501020187724489,internship 119,company 119,data science,pune,25000,1.0,1.0,1.0
STU_0017,INT_0152,2,0.25346117768488446,0.5003824613064757,internship 152,company 152,data science,pune,25000,1.0,1.0,1.0
STU_0017,INT_0039,3,0.2480224164566059,0.4959573854851478,internship 39,company 39,data science,pune,25000,1.0,1.0,1.0
STU_0017,INT_0162,4,0.24752137620947798,0.4955497299566149,internship 162,company 162,data science,pune,30000,1.0,1.0,1.0
STU_0017,INT_0141,5,0.2461297997065263,0.49441751780787735,internship 141,company 141,data science,pune,25000,1.0,1.0,1.0
STU_0018,INT_0004,1,0.29047089525101005,0.4592960251227107,internship 4,company 4,mobile apps,delhi,15000,1.0,0.6,1.0
STU_0018,INT_0129,2,0.405861805554773,0.4558768764110007,internship 129,company 129,mobile apps,pune,0,1.0,0.6,0.3
STU_0018,INT_0084,3,0.40566467813365564,0.45571648992806935,internship 84,company 84,mobile apps,hyderabad,25000,1.0,0.6,0.3
STU_0018,INT_0163,4,0.4035906771842299,0.45402904474165506,internship 163,company 163,mobile apps,pune,15000,1.0,0.6,0.3
STU_0018,INT_0022,5,0.3914717638585409,0.44416887473466093,internship 22,company 22,mobile apps,pune,10000,1.0,0.6,0.3
STU_0019,INT_0093,1,0.3780013242188648,0.604379497941016,internship 93,company 93,ai/ml,chennai,20000,1.0,1.0,1.0
STU_0019,INT_0026,2,0.28717863468691157,0.5304844930663447,internship 26,company 26,ai/ml,chennai,20000,1.0,1.0,1.0
STU_0019,INT_0008,3,0.4653102750542899,0.522510461832798,internship 8,company 8,ai/ml,hyderabad,0,1.0,0.6,0.3
STU_0019,INT_0118,4,0.28694867502027555,0.5024964484345457,internship 118,company 118,ai/ml,chennai,10000,1.0,0.8,1.0
STU_0019,INT_0003,5,0.269028545396537,0.48791630251808915,internship 3,company 3,ai/ml,chennai,15000,1.0,0.8,1.0
STU_0020,INT_0084,1,0.44552694810580223,0.5246240035497933,internship 84,company 84,mobile apps,hyderabad,25000,1.0,0.8,0.3
STU_0020,INT_0129,2,0.44574344607334143,0.49699920503219464,internship 129,company 129,mobile apps,pune,0,1.0,0.6,0.3
STU_0020,INT_0048,3,0.35417275168357903,0.4502965549273117,internship 48,company 48,mobile apps,bangalore,15000,1.0,0.8,0.3
STU_0020,INT_0163,4,0.31692866316078555,0.4199940818654866,internship 163,company 163,mobile apps,pune,15000,1.0,0.8,0.3
STU_0020,INT_0022,5,0.299618096857428,0.40590988783906007,internship 22,company 22,mobile apps,pune,10000,1.0,0.8,0.3
STU_0021,INT_0128,1,0.4637624615572291,0.5718766536697389,internship 128,company 128,web development,chennai,20000,1.0,1.0,0.3
STU_0021,INT_0051,2,0.4637624615572291,0.5718766536697389,internship 51,company 51,web development,pune,20000,1.0,1.0,0.3
STU_0021,INT_0033,3,0.30354237318446464,0.5388219614391927,internship 33,company 33,web development,hyderabad,30000,1.0,1.0,1.0
STU_0021,INT_0015,4,0.2925140890249682,0.5298491473117435,internship 15,company 15,web development,hyderabad,30000,1.0,1.0,1.0
STU_0021,INT_0057,5,0.27964732202412707,0.5193805098473804,internship 57,company 57,web development,hyderabad,20000,1.0,1.0,1.0
STU_0022,INT_0007,1,0.6969397341620485,0.7648188661689855,internship 7,company 7,ai/ml,bangalore,25000,1.0,1.0,0.3
STU_0022,INT_0148,2,0.41018761292149447,0.5315120845036159,internship 148,company 148,ai/ml,chennai,25000,1.0,1.0,0.3
STU_0022,INT_0114,3,0.41018761292149447,0.5037111392714779,internship 114,company 114,ai/ml,pune,15000,1.0,0.8,0.3
STU_0022,INT_0112,4,0.2448155842086758,0.49426567918348563,internship 112,company 112,ai/ml,delhi,30000,1.0,1.0,1.0
STU_0022,INT_0009,5,0.3451084489881981,0.47856248390410316,internship 9,company 9,ai/ml,mumbai,25000,1.0,1.0,0.3
STU_0023,INT_0105,1,0.4900693290722946,0.6233054241041813,internship 105,company 105,data science,mumbai,0,1.0,0.6,1.0
STU_0023,INT_0151,2,0.26928354714636715,0.47147101042157813,internship 151,company 151,data science,mumbai,10000,1.0,0.8,1.0
STU_0023,INT_0178,3,0.23028035009546577,0.4397372944189252,internship 178,company 178,data science,mumbai,30000,1.0,0.8,1.0
STU_0023,INT_0092,4,0.2300092055941527,0.43951668628290186,internship 92,company 92,data science,mumbai,15000,1.0,0.8,1.0
STU_0023,INT_0088,5,0.26311626977982644,0.4386522552851911,internship 88,company 88,data science,mumbai,0,1.0,0.6,1.0
STU_0024,INT_0051,1,0.43420108524795303,0.5733184428576452,internship 51,company 51,web development,pune,20000,1.0,0.6,1.0
STU_0024,INT_0059,2,0.41153342450189684,0.5548756186034933,internship 59,company 59,web development,pune,25000,1.0,0.6,1.0
STU_0024,INT_0108,3,0.4458086474981549,0.48545925994468564,internship 108,company 108,web development,hyderabad,10000,1.0,0.6,0.3
STU_0024,INT_0033,4,0.444785327549264,0.484626668078035,internship 33,company 33,web development,hyderabad,30000,1.0,0.6,0.3
STU_0024,INT_0001,5,0.31907346940584574,0.4796485044567488,internship 1,company 1,web development,pune,30000,1.0,0.6,1.0
STU_0025,INT_0180,1,0.47927880637927067,0.616166312832434,internship 180,company 180,data science,mumbai,30000,1.0,0.6,1.0
STU_0025,INT_0056,2,0.47368354595729345,0.6116139063986694,internship 56,company 56,data science,mumbai,15000,1.0,0.6,1.0
STU_0025,INT_0011,3,0.3855129362851995,0.5398766823074375,internship 11,company 11,web development,mumbai,30000,1.0,0.6,1.0
STU_0025,INT_0152,4,0.47368354595729345,0.5143105980861868,internship 152,company 152,data science,pune,25000,1.0,0.6,0.3
STU_0025,INT_0100,5,0.47368354595729345,0.5143105980861868,internship 100,company 100,data science,delhi,15000,1.0,0.6,0.3
STU_0026,INT_0092,1,0.49435284599944546,0.5656840943676237,internship 92,company 92,data science,mumbai,15000,1.0,0.8,0.3
STU_0026,INT_0025,2,0.35588840195586446,0.5503301931182897,internship 25,company 25,data science,delhi,15000,1.0,0.8,1.0
STU_0026,INT_0171,3,0.33760988592634494,0.5354584574532948,internship 171,company 171,data science,delhi,25000,1.0,0.8,1.0
STU_0026,INT_0141,4,0.35588840195586446,0.453026884805807,internship 141,company 141,data science,pune,25000,1.0,0.8,0.3
STU_0026,INT_0158,5,0.28975129722449167,0.446478131076822,internship 158,company 158,mobile apps,delhi,10000,0.7,0.8,1.0
STU_0027,INT_0139,1,0.34664267365511,0.5451429785091333,internship 139,company 139,software development,pune,10000,1.0,0.8,1.0
STU_0027,INT_0121,2,0.3066467040406488,0.5126015245524322,internship 121,company 121,software development,pune,10000,1.0,0.8,1.0
STU_0027,INT_0028,3,0.30169078592194093,0.5085692987349888,internship 28,company 28,software development,pune,25000,1.0,0.8,1.0
STU_0027,INT_0006,4,0.42023093179196735,0.5077124258017192,internship 6,company 6,software development,bangalore,30000,1.0,0.8,0.3
STU_0027,INT_0117,5,0.29516890818534597,0.5032629794702621,internship 117,company 117,software development,pune,10000,1.0,0.8,1.0
STU_0028,INT_0173,1,0.2329966844100463,0.40989286395177804,internship 173,company 173,software development,mumbai,15000,1.0,0.6,1.0
STU_0028,INT_0104,2,0.23019298901224938,0.40761172598774087,internship 104,company 104,software development,mumbai,15000,1.0,0.6,1.0
STU_0028,INT_0016,3,0.2286872416580951,0.4063866223418495,internship 16,company 16,software development,mumbai,15000,1.0,0.6,1.0
STU_0028,INT_0176,4,0.22493917055963586,0.40333712299847435,internship 176,company 176,software development,mumbai,15000,1.0,0.6,1.0
STU_0028,INT_0068,5,0.2237970181674761,0.4024078468779233,internship 68,company 68,software development,mumbai,25000,1.0,0.6,1.0
STU_0029,INT_0052,1,0.29264695555767606,0.45550631862637425,internship 52,company 52,web development,pune,10000,1.0,0.6,1.0
STU_0029,INT_0193,2,0.20303364121684783,0.3825952835736057,internship 193,company 193,web development,pune,15000,1.0,0.6,1.0
STU_0029,INT_0051,3,0.1820226817671343,0.36550038185951517,internship 51,company 51,web development,pune,20000,1.0,0.6,1.0
STU_0029,INT_0195,4,0.30132838069468304,0.3652663769255192,internship 195,company 195,web development,chennai,15000,1.0,0.6,0.3
STU_0029,INT_0011,5,0.301328380694683,0.36526637692551917,internship 11,company 11,web development,mumbai,30000,1.0,0.6,0.3
STU_0030,INT_0171,1,0.3171120945663253,0.5539214734761599,internship 171,company 171,data science,delhi,25000,1.0,1.0,1.0
STU_0030,INT_0077,2,0.3118709840312198,0.5496572098814989,internship 77,company 77,data science,delhi,20000,1.0,1.0,1.0
STU_0030,INT_0086,3,0.30503224341386204,0.5440930851692654,internship 86,company 86,data science,delhi,30000,1.0,1.0,1.0
STU_0030,INT_0082,4,0.3039494064247457,0.543212069147811,internship 82,company 82,data science,delhi,20000,1.0,1.0,1.0
STU_0030,INT_0156,5,0.29759588743495075,0.5380427296452955,internship 156,company 156,data science,delhi,20000,1.0,1.0,1.0
STU_0031,INT_0047,1,0.2851478810978228,0.5316679311386513,internship 47,company 47,software development,delhi,25000,1.0,1.0,1.0
STU_0031,INT_0082,2,0.27352845649822866,0.52221415431424,internship 82,company 82,data science,delhi,20000,1.0,1.0,1.0
STU_0031,INT_0100,3,0.2827545983881041,0.5019197672278712,internship 100,company 100,data science,delhi,15000,1.0,0.8,1.0
STU_0031,INT_0171,4,0.21428791769964806,0.47401496613936056,internship 171,company 171,data science,delhi,25000,1.0,1.0,1.0
STU_0031,INT_0046,5,0.28226539456845945,0.47372079680154855,internship 46,company 46,data science,delhi,0,1.0,0.6,1.0
STU_0032,INT_0008,1,0.5801291304836624,0.6017785059795255,internship 8,company 8,ai/ml,hyderabad,0,1.0,0.6,0.3
STU_0032,INT_0190,2,0.2810271866529933,0.48352793584195397,internship 190,company 190,ai/ml,pune,15000,1.0,0.8,1.0
STU_0032,INT_0136,3,0.2692086536190573,0.4739121607459422,internship 136,company 136,ai/ml,pune,10000,1.0,0.8,1.0
STU_0032,INT_0031,4,0.25725531510064337,0.4641867054369356,internship 31,company 31,ai/ml,pune,10000,1.0,0.8,1.0
STU_0032,INT_0049,5,0.34889339674910796,0.441441819970282,internship 49,company 49,software development,hyderabad,15000,1.0,0.8,0.3
STU_0033,INT_0002,1,0.4678874863420831,0.5016159464667748,internship 2,company 2,mobile apps,chennai,15000,1.0,0.6,0.3
STU_0033,INT_0005,2,0.2990010009255834,0.4615101147567338,internship 5,company 5,mobile apps,bangalore,30000,1.0,0.6,1.0
STU_0033,INT_0013,3,0.2873452004580978,0.4520267418594798,internship 13,company 13,mobile apps,bangalore,10000,1.0,0.6,1.0
STU_0033,INT_0048,4,0.2776143718213926,0.4441095613261843,internship 48,company 48,mobile apps,bangalore,15000,1.0,0.6,1.0
STU_0033,INT_0199,5,0.22750276196860947,0.403337837063975,internship 199,company 199,mobile apps,bangalore,10000,1.0,0.6,1.0
STU_0034,INT_0002,1,0.5523688824088756,0.675717141179655,internship 2,company 2,mobile apps,chennai,15000,1.0,0.6,1.0
STU_0034,INT_0132,2,0.352542035429429,0.5131343558896273,internship 132,company 132,mobile apps,chennai,0,1.0,0.6,1.0
STU_0034,INT_0054,3,0.34293973775973324,0.5053217505069099,internship 54,company 54,mobile apps,chennai,30000,1.0,0.6,1.0
STU_0034,INT_0081,4,0.34293973775973324,0.5053217505069099,internship 81,company 81,mobile apps,chennai,15000,1.0,0.6,1.0
STU_0034,INT_0097,5,0.3424197630277207,0.5048986895344283,internship 97,company 97,mobile apps,chennai,0,1.0,0.6,1.0
STU_0035,INT_0104,1,0.3972203660580338,0.5375866600301682,internship 104,company 104,software development,mumbai,15000,1.0,0.6,1.0
STU_0035,INT_0068,2,0.38618349698934923,0.5286068610632523,internship 68,company 68,software development,mumbai,25000,1.0,0.6,1.0
STU_0035,INT_0044,3,0.28757579613188816,0.44837782828418404,internship 44,company 44,software development,mumbai,25000,1.0,0.6,1.0
STU_0035,INT_0006,4,0.403986884622324,0.44578871524379937,internship 6,company 6,software development,bangalore,30000,1.0,0.6,0.3
STU_0035,INT_0176,5,0.24792715855549383,0.4161189700398357,internship 176,company 176,software development,mumbai,15000,1.0,0.6,1.0
STU_0036,INT_0009,1,0.38070460503116227,0.6076631736218647,internship 9,company 9,ai/ml,mumbai,25000,1.0,1.0,1.0
STU_0036,INT_0002,2,0.5165469066647747,0.5930827065135704,internship 2,company 2,mobile apps,chennai,15000,1.0,0.8,0.3
STU_0036,INT_0007,3,0.47843063305637523,0.5898715529121229,internship 7,company 7,ai/ml,bangalore,25000,1.0,1.0,0.3
STU_0036,INT_0036,4,0.37985361821130315,0.5513689046833791,internship 36,company 36,mobile apps,mumbai,0,1.0,0.6,1.0
STU_0036,INT_0158,5,0.401727217578942,0.4996633029655088,internship 158,company 158,mobile apps,delhi,10000,1.0,0.8,0.3
STU_0037,INT_0005,1,0.44351612931000406,0.5832326128396668,internship 5,company 5,mobile apps,bangalore,30000,1.0,0.6,1.0
STU_0037,INT_0199,2,0.31660558644893483,0.47997586904915723,internship 199,company 199,mobile apps,bangalore,10000,1.0,0.6,1.0
STU_0037,INT_0187,3,0.20663419533231275,0.3905011295923592,internship 187,company 187,mobile apps,bangalore,15000,1.0,0.6,1.0
STU_0037,INT_0002,4,0.32023333135880216,0.385624160487576,internship 2,company 2,mobile apps,chennai,15000,1.0,0.6,0.3
STU_0037,INT_0018,5,0.31977541063264775,0.38525158779163654,internship 18,company 18,mobile apps,mumbai,10000,1.0,0.6,0.3
STU_0038,INT_0190,1,0.41061929193859237,0.4929141821938626,internship 190,company 190,ai/ml,pune,15000,1.0,0.8,0.3
STU_0038,INT_0008,2,0.39542601315569614,0.4527517068692981,internship 8,company 8,ai/ml,hyderabad,0,1.0,0.6,0.3
STU_0038,INT_0093,3,0.31888955334496916,0.41828118557749017,internship 93,company 93,ai/ml,chennai,20000,1.0,0.8,0.3
STU_0038,INT_0007,4,0.18599192100210477,0.4074565443608719,internship 7,company 7,ai/ml,bangalore,25000,1.0,0.8,1.0
STU_0038,INT_0096,5,0.27998258874719345,0.3866257660625263,internship 96,company 96,ai/ml,delhi,20000,1.0,0.8,0.3
STU_0039,INT_0189,1,0.4240202837048652,0.5657301797510541,internship 189,company 189,data science,bangalore,20000,1.0,0.6,1.0
STU_0039,INT_0071,2,0.3903146577357677,0.5383066646787104,internship 71,company 71,data science,bangalore,25000,1.0,0.6,1.0
STU_0039,INT_0154,3,0.29737755270352373,0.46269133259829065,internship 154,company 154,data science,bangalore,10000,1.0,0.6,1.0
STU_0039,INT_0180,4,0.4129702899849281,0.45943639401483727,internship 180,company 180,data science,mumbai,30000,1.0,0.6,0.3
STU_0039,INT_0152,5,0.4003489993299747,0.44916748060477696,internship 152,company 152,data science,pune,25000,1.0,0.6,0.3
STU_0040,INT_0008,1,0.4592201019894926,0.6069354243230005,internship 8,company 8,ai/ml,hyderabad,0,1.0,0.6,1.0
STU_0040,INT_0179,2,0.18544612269774452,0.41198884205316577,internship 179,company 179,mobile apps,hyderabad,10000,1.0,0.8,1.0
STU_0040,INT_0200,3,0.44592488699632127,0.40985186066381357,internship 200,company 200,web development,delhi,25000,0.3,0.8,0.3
STU_0040,INT_0043,4,0.44592488699632127,0.40985186066381357,internship 43,company 43,web development,delhi,15000,0.3,0.8,0.3
STU_0040,INT_0002,5,0.29331676296557707,0.40245106380265083,internship 2,company 2,mobile apps,chennai,15000,1.0,0.8,0.3
STU_0041,INT_0091,1,0.3146569902655106,0.5195358544224455,internship 91,company 91,ai/ml,hyderabad,20000,1.0,0.8,1.0
STU_0041,INT_0155,2,0.3566390952821984,0.4563899562334065,internship 155,company 155,ai/ml,chennai,25000,1.0,0.8,0.3
STU_0041,INT_0012,3,0.3518950556189187,0.4525301186107785,internship 12,company 12,ai/ml,bangalore,15000,1.0,0.8,0.3
STU_0041,INT_0008,4,0.24982880509737154,0.43898950951426813,internship 8,company 8,ai/ml,hyderabad,0,1.0,0.6,1.0
STU_0041,INT_0093,5,0.3337348322249257,0.4377546280022109,internship 93,company 93,ai/ml,chennai,20000,1.0,0.8,0.3
STU_0042,INT_0122,1,0.353034364237987,0.5830650876576463,internship 122,company 122,web development,pune,25000,1.0,1.0,1.0
STU_0042,INT_0052,2,0.34349273353809007,0.5475008968013724,internship 52,company 52,web development,pune,10000,1.0,0.8,1.0
STU_0042,INT_0001,3,0.30625816258255173,0.5450071126388497,internship 1,company 1,web development,pune,30000,1.0,1.0,1.0
STU_0042,INT_0152,4,0.3046598385721478,0.543706686928614,internship 152,company 152,data science,pune,25000,1.0,1.0,1.0
STU_0042,INT_0193,5,0.337081674568658,0.5422847417167851,internship 193,company 193,web development,pune,15000,1.0,0.8,1.0
STU_0043,INT_0066,1,0.466573426908232,0.6042443293421271,internship 66,company 66,web development,hyderabad,25000,1.0,0.6,1.0
STU_0043,INT_0133,2,0.5361776529995067,0.5635722951398757,internship 133,company 133,web development,bangalore,25000,1.0,0.6,0.3
STU_0043,INT_0062,3,0.4833468393385605,0.5205881768195854,internship 62,company 62,web development,bangalore,30000,1.0,0.6,0.3
STU_0043,INT_0041,4,0.48314695831280235,0.520425549953448,internship 41,company 41,web development,bangalore,0,1.0,0.6,0.3
STU_0043,INT_0146,5,0.48314695831280235,0.520425549953448,internship 146,company 146,web development,bangalore,10000,1.0,0.6,0.3
STU_0044,INT_0012,1,0.46517475355867266,0.5008822674503419,internship 12,company 12,ai/ml,bangalore,15000,1.0,0.6,0.3
